City,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,state,toolcity,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
CHARLESTOWN,7,41,0,NA,12.950000000000001,41,-13.65,-12.250000000000002,-40.6,-41.4,charlestown,MA,Charlestown,7th,41st,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 7th<br>Rank: 41st<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",right_lim,12.4
CHARLESTOWN,7,41,0,NA,12.950000000000001,41,-13.65,-12.250000000000002,-40.6,-41.4,charlestown,MA,Charlestown,7th,41st,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 7th<br>Rank: 41st<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",left_lim,13.500000000000002
WORCESTER,7,42,1,NA,12.950000000000001,42,-13.65,-12.250000000000002,-41.6,-42.4,worcester,MA,Worcester,7th,42nd,First Appearance,,"City: Worcester, MA<br>Census: 7th<br>Rank: 42nd<br>First Appearance",right_lim,12.4
WORCESTER,7,42,1,NA,12.950000000000001,42,-13.65,-12.250000000000002,-41.6,-42.4,worcester,MA,Worcester,7th,42nd,First Appearance,,"City: Worcester, MA<br>Census: 7th<br>Rank: 42nd<br>First Appearance",left_lim,13.500000000000002
CLEVELAND,7,43,1,NA,12.950000000000001,43,-13.65,-12.250000000000002,-42.6,-43.4,cleveland,OH,Cleveland,7th,43rd,First Appearance,,"City: Cleveland, OH<br>Census: 7th<br>Rank: 43rd<br>First Appearance",right_lim,12.4
CLEVELAND,7,43,1,NA,12.950000000000001,43,-13.65,-12.250000000000002,-42.6,-43.4,cleveland,OH,Cleveland,7th,43rd,First Appearance,,"City: Cleveland, OH<br>Census: 7th<br>Rank: 43rd<br>First Appearance",left_lim,13.500000000000002
NEW BEDFORD,7,44,0,NA,12.950000000000001,44,-13.65,-12.250000000000002,-43.6,-44.4,new_bedford,MA,New Bedford,7th,44th,Rank Change from Last Census: -13,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 7th<br>Rank: 44th<br>Rank Change from Last Census: -13<br>First Appearance: 3rd Census",right_lim,12.4
NEW BEDFORD,7,44,0,NA,12.950000000000001,44,-13.65,-12.250000000000002,-43.6,-44.4,new_bedford,MA,New Bedford,7th,44th,Rank Change from Last Census: -13,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 7th<br>Rank: 44th<br>Rank Change from Last Census: -13<br>First Appearance: 3rd Census",left_lim,13.500000000000002
READING,7,45,0,NA,12.950000000000001,45,-13.65,-12.250000000000002,-44.6,-45.4,reading,PA,Reading,7th,45th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 7th<br>Rank: 45th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census",right_lim,12.4
READING,7,45,0,NA,12.950000000000001,45,-13.65,-12.250000000000002,-44.6,-45.4,reading,PA,Reading,7th,45th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 7th<br>Rank: 45th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census",left_lim,13.500000000000002
SAVANNAH,7,46,0,NA,12.950000000000001,46,-13.65,-12.250000000000002,-45.6,-46.4,savannah,GA,Savannah,7th,46th,Rank Change from Last Census: -13,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 7th<br>Rank: 46th<br>Rank Change from Last Census: -13<br>First Appearance: 2nd Census",right_lim,12.4
SAVANNAH,7,46,0,NA,12.950000000000001,46,-13.65,-12.250000000000002,-45.6,-46.4,savannah,GA,Savannah,7th,46th,Rank Change from Last Census: -13,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 7th<br>Rank: 46th<br>Rank Change from Last Census: -13<br>First Appearance: 2nd Census",left_lim,13.500000000000002
CAMBRIDGE,7,47,0,NA,12.950000000000001,47,-13.65,-12.250000000000002,-46.6,-47.4,cambridge,MA,Cambridge,7th,47th,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Cambridge, MA<br>Census: 7th<br>Rank: 47th<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",right_lim,12.4
CAMBRIDGE,7,47,0,NA,12.950000000000001,47,-13.65,-12.250000000000002,-46.6,-47.4,cambridge,MA,Cambridge,7th,47th,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Cambridge, MA<br>Census: 7th<br>Rank: 47th<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",left_lim,13.500000000000002
BANGOR,7,48,1,NA,12.950000000000001,48,-13.65,-12.250000000000002,-47.6,-48.4,bangor,ME,Bangor,7th,48th,Rank Change from Last Census: -3,<br>First Appearance: 6th Census,"City: Bangor, ME<br>Census: 7th<br>Rank: 48th<br>Rank Change from Last Census: -3<br>First Appearance: 6th Census",right_lim,12.4
BANGOR,7,48,1,NA,12.950000000000001,48,-13.65,-12.250000000000002,-47.6,-48.4,bangor,ME,Bangor,7th,48th,Rank Change from Last Census: -3,<br>First Appearance: 6th Census,"City: Bangor, ME<br>Census: 7th<br>Rank: 48th<br>Rank Change from Last Census: -3<br>First Appearance: 6th Census",left_lim,13.500000000000002
NORFOLK,7,49,1,NA,12.950000000000001,49,-13.65,-12.250000000000002,-48.6,-49.4,norfolk,VA,Norfolk,7th,49th,Rank Change from Last Census: -12,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 7th<br>Rank: 49th<br>Rank Change from Last Census: -12<br>First Appearance: 2nd Census",right_lim,12.4
NORFOLK,7,49,1,NA,12.950000000000001,49,-13.65,-12.250000000000002,-48.6,-49.4,norfolk,VA,Norfolk,7th,49th,Rank Change from Last Census: -12,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 7th<br>Rank: 49th<br>Rank Change from Last Census: -12<br>First Appearance: 2nd Census",left_lim,13.500000000000002
LYNN,7,50,0,NA,12.950000000000001,50,-13.65,-12.250000000000002,-49.6,-50.4,lynn,MA,Lynn,7th,50th,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 7th<br>Rank: 50th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",right_lim,12.4
LYNN,7,50,0,NA,12.950000000000001,50,-13.65,-12.250000000000002,-49.6,-50.4,lynn,MA,Lynn,7th,50th,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 7th<br>Rank: 50th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",left_lim,13.500000000000002
NEW YORK,8,1,0,NA,14.8,1,-15.5,-14.100000000000001,-0.6,-1.4,new_york,NY,New York,8th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 8th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,14.25
NEW YORK,8,1,0,NA,14.8,1,-15.5,-14.100000000000001,-0.6,-1.4,new_york,NY,New York,8th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 8th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,15.350000000000001
PHILADELPHIA,8,2,0,NA,14.8,2,-15.5,-14.100000000000001,-1.6,-2.4,philadelphia,PA,Philadelphia,8th,2nd,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 8th<br>Rank: 2nd<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",right_lim,14.25
PHILADELPHIA,8,2,0,NA,14.8,2,-15.5,-14.100000000000001,-1.6,-2.4,philadelphia,PA,Philadelphia,8th,2nd,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 8th<br>Rank: 2nd<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",left_lim,15.350000000000001
BROOKLYN,8,3,0,NA,14.8,3,-15.5,-14.100000000000001,-2.6,-3.4,brooklyn,NY,Brooklyn,8th,3rd,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 8th<br>Rank: 3rd<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census",right_lim,14.25
BROOKLYN,8,3,0,NA,14.8,3,-15.5,-14.100000000000001,-2.6,-3.4,brooklyn,NY,Brooklyn,8th,3rd,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 8th<br>Rank: 3rd<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census",left_lim,15.350000000000001
BALTIMORE,8,4,0,NA,14.8,4,-15.5,-14.100000000000001,-3.6,-4.4,baltimore,MD,Baltimore,8th,4th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 8th<br>Rank: 4th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,14.25
BALTIMORE,8,4,0,NA,14.8,4,-15.5,-14.100000000000001,-3.6,-4.4,baltimore,MD,Baltimore,8th,4th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 8th<br>Rank: 4th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,15.350000000000001
BOSTON,8,5,0,NA,14.8,5,-15.5,-14.100000000000001,-4.6,-5.4,boston,MA,Boston,8th,5th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 8th<br>Rank: 5th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,14.25
BOSTON,8,5,0,NA,14.8,5,-15.5,-14.100000000000001,-4.6,-5.4,boston,MA,Boston,8th,5th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 8th<br>Rank: 5th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,15.350000000000001
NEW ORLEANS,8,6,0,NA,14.8,6,-15.5,-14.100000000000001,-5.6,-6.4,new_orleans,LA,New Orleans,8th,6th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 8th<br>Rank: 6th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,14.25
NEW ORLEANS,8,6,0,NA,14.8,6,-15.5,-14.100000000000001,-5.6,-6.4,new_orleans,LA,New Orleans,8th,6th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 8th<br>Rank: 6th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,15.350000000000001
CINCINNATI,8,7,0,NA,14.8,7,-15.5,-14.100000000000001,-6.6,-7.4,cincinnati,OH,Cincinnati,8th,7th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 8th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census",right_lim,14.25
CINCINNATI,8,7,0,NA,14.8,7,-15.5,-14.100000000000001,-6.6,-7.4,cincinnati,OH,Cincinnati,8th,7th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 8th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census",left_lim,15.350000000000001
ST. LOUIS,8,8,0,NA,14.8,8,-15.5,-14.100000000000001,-7.6,-8.4,st_louis,MO,St. Louis,8th,8th,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: St. Louis, MO<br>Census: 8th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",right_lim,14.25
ST. LOUIS,8,8,0,NA,14.8,8,-15.5,-14.100000000000001,-7.6,-8.4,st_louis,MO,St. Louis,8th,8th,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: St. Louis, MO<br>Census: 8th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",left_lim,15.350000000000001
CHICAGO,8,9,0,NA,14.8,9,-15.5,-14.100000000000001,-8.6,-9.4,chicago,IL,Chicago,8th,9th,Rank Change from Last Census: 16,<br>First Appearance: 7th Census,"City: Chicago, IL<br>Census: 8th<br>Rank: 9th<br>Rank Change from Last Census: 16<br>First Appearance: 7th Census",right_lim,14.25
CHICAGO,8,9,0,NA,14.8,9,-15.5,-14.100000000000001,-8.6,-9.4,chicago,IL,Chicago,8th,9th,Rank Change from Last Census: 16,<br>First Appearance: 7th Census,"City: Chicago, IL<br>Census: 8th<br>Rank: 9th<br>Rank Change from Last Census: 16<br>First Appearance: 7th Census",left_lim,15.350000000000001
BUFFALO,8,10,0,NA,14.8,10,-15.5,-14.100000000000001,-9.6,-10.4,buffalo,NY,Buffalo,8th,10th,Rank Change from Last Census: 6,<br>First Appearance: 5th Census,"City: Buffalo, NY<br>Census: 8th<br>Rank: 10th<br>Rank Change from Last Census: 6<br>First Appearance: 5th Census",right_lim,14.25
BUFFALO,8,10,0,NA,14.8,10,-15.5,-14.100000000000001,-9.6,-10.4,buffalo,NY,Buffalo,8th,10th,Rank Change from Last Census: 6,<br>First Appearance: 5th Census,"City: Buffalo, NY<br>Census: 8th<br>Rank: 10th<br>Rank Change from Last Census: 6<br>First Appearance: 5th Census",left_lim,15.350000000000001
NEWARK,8,11,0,NA,14.8,11,-15.5,-14.100000000000001,-10.6,-11.4,newark,NJ,Newark,8th,11th,Rank Change from Last Census: 8,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 8th<br>Rank: 11th<br>Rank Change from Last Census: 8<br>First Appearance: 4th Census",right_lim,14.25
NEWARK,8,11,0,NA,14.8,11,-15.5,-14.100000000000001,-10.6,-11.4,newark,NJ,Newark,8th,11th,Rank Change from Last Census: 8,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 8th<br>Rank: 11th<br>Rank Change from Last Census: 8<br>First Appearance: 4th Census",left_lim,15.350000000000001
LOUISVILLE,8,12,0,NA,14.8,12,-15.5,-14.100000000000001,-11.6,-12.4,louisville,KY,Louisville,8th,12th,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 8th<br>Rank: 12th<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",right_lim,14.25
LOUISVILLE,8,12,0,NA,14.8,12,-15.5,-14.100000000000001,-11.6,-12.4,louisville,KY,Louisville,8th,12th,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 8th<br>Rank: 12th<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",left_lim,15.350000000000001
ALBANY,8,13,0,NA,14.8,13,-15.5,-14.100000000000001,-12.6,-13.4,albany,NY,Albany,8th,13th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 8th<br>Rank: 13th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,14.25
ALBANY,8,13,0,NA,14.8,13,-15.5,-14.100000000000001,-12.6,-13.4,albany,NY,Albany,8th,13th,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 8th<br>Rank: 13th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,15.350000000000001
WASHINGTON,8,14,0,NA,14.8,14,-15.5,-14.100000000000001,-13.6,-14.4,washington,DC,Washington,8th,14th,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 8th<br>Rank: 14th<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census",right_lim,14.25
WASHINGTON,8,14,0,NA,14.8,14,-15.5,-14.100000000000001,-13.6,-14.4,washington,DC,Washington,8th,14th,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 8th<br>Rank: 14th<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census",left_lim,15.350000000000001
SAN FRANCISCO,8,15,0,NA,14.8,15,-15.5,-14.100000000000001,-14.6,-15.4,san_francisco,CA,San Francisco,8th,15th,Rank Change from Last Census: 9,<br>First Appearance: 7th Census,"City: San Francisco, CA<br>Census: 8th<br>Rank: 15th<br>Rank Change from Last Census: 9<br>First Appearance: 7th Census",right_lim,14.25
SAN FRANCISCO,8,15,0,NA,14.8,15,-15.5,-14.100000000000001,-14.6,-15.4,san_francisco,CA,San Francisco,8th,15th,Rank Change from Last Census: 9,<br>First Appearance: 7th Census,"City: San Francisco, CA<br>Census: 8th<br>Rank: 15th<br>Rank Change from Last Census: 9<br>First Appearance: 7th Census",left_lim,15.350000000000001
PROVIDENCE,8,16,0,NA,14.8,16,-15.5,-14.100000000000001,-15.6,-16.4,providence,RI,Providence,8th,16th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 8th<br>Rank: 16th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census",right_lim,14.25
PROVIDENCE,8,16,0,NA,14.8,16,-15.5,-14.100000000000001,-15.6,-16.4,providence,RI,Providence,8th,16th,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 8th<br>Rank: 16th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census",left_lim,15.350000000000001
PITTSBURG,8,17,0,NA,14.8,17,-15.5,-14.100000000000001,-16.6,-17.4,pittsburg,PA,Pittsburg,8th,17th,Rank Change from Last Census: -4,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 8th<br>Rank: 17th<br>Rank Change from Last Census: -4<br>First Appearance: 4th Census",right_lim,14.25
PITTSBURG,8,17,0,NA,14.8,17,-15.5,-14.100000000000001,-16.6,-17.4,pittsburg,PA,Pittsburg,8th,17th,Rank Change from Last Census: -4,<br>First Appearance: 4th Census,"City: Pittsburg, PA<br>Census: 8th<br>Rank: 17th<br>Rank Change from Last Census: -4<br>First Appearance: 4th Census",left_lim,15.350000000000001
ROCHESTER,8,18,0,NA,14.8,18,-15.5,-14.100000000000001,-17.6,-18.4,rochester,NY,Rochester,8th,18th,Rank Change from Last Census: 3,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 8th<br>Rank: 18th<br>Rank Change from Last Census: 3<br>First Appearance: 5th Census",right_lim,14.25
ROCHESTER,8,18,0,NA,14.8,18,-15.5,-14.100000000000001,-17.6,-18.4,rochester,NY,Rochester,8th,18th,Rank Change from Last Census: 3,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 8th<br>Rank: 18th<br>Rank Change from Last Census: 3<br>First Appearance: 5th Census",left_lim,15.350000000000001
DETROIT,8,19,0,NA,14.8,19,-15.5,-14.100000000000001,-18.6,-19.4,detroit,MI,Detroit,8th,19th,Rank Change from Last Census: 12,<br>First Appearance: 6th Census,"City: Detroit, MI<br>Census: 8th<br>Rank: 19th<br>Rank Change from Last Census: 12<br>First Appearance: 6th Census",right_lim,14.25
DETROIT,8,19,0,NA,14.8,19,-15.5,-14.100000000000001,-18.6,-19.4,detroit,MI,Detroit,8th,19th,Rank Change from Last Census: 12,<br>First Appearance: 6th Census,"City: Detroit, MI<br>Census: 8th<br>Rank: 19th<br>Rank Change from Last Census: 12<br>First Appearance: 6th Census",left_lim,15.350000000000001
MILWAUKEE,8,20,0,NA,14.8,20,-15.5,-14.100000000000001,-19.6,-20.4,milwaukee,WI,Milwaukee,8th,20th,Rank Change from Last Census: 16,<br>First Appearance: 7th Census,"City: Milwaukee, WI<br>Census: 8th<br>Rank: 20th<br>Rank Change from Last Census: 16<br>First Appearance: 7th Census",right_lim,14.25
MILWAUKEE,8,20,0,NA,14.8,20,-15.5,-14.100000000000001,-19.6,-20.4,milwaukee,WI,Milwaukee,8th,20th,Rank Change from Last Census: 16,<br>First Appearance: 7th Census,"City: Milwaukee, WI<br>Census: 8th<br>Rank: 20th<br>Rank Change from Last Census: 16<br>First Appearance: 7th Census",left_lim,15.350000000000001
CLEVELAND,8,21,0,NA,14.8,21,-15.5,-14.100000000000001,-20.6,-21.4,cleveland,OH,Cleveland,8th,21st,Rank Change from Last Census: 22,<br>First Appearance: 7th Census,"City: Cleveland, OH<br>Census: 8th<br>Rank: 21st<br>Rank Change from Last Census: 22<br>First Appearance: 7th Census",right_lim,14.25
CLEVELAND,8,21,0,NA,14.8,21,-15.5,-14.100000000000001,-20.6,-21.4,cleveland,OH,Cleveland,8th,21st,Rank Change from Last Census: 22,<br>First Appearance: 7th Census,"City: Cleveland, OH<br>Census: 8th<br>Rank: 21st<br>Rank Change from Last Census: 22<br>First Appearance: 7th Census",left_lim,15.350000000000001
CHARLESTON,8,22,0,NA,14.8,22,-15.5,-14.100000000000001,-21.6,-22.4,charleston,SC,Charleston,8th,22nd,Rank Change from Last Census: -7,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 8th<br>Rank: 22nd<br>Rank Change from Last Census: -7<br>First Appearance: 1st Census",right_lim,14.25
CHARLESTON,8,22,0,NA,14.8,22,-15.5,-14.100000000000001,-21.6,-22.4,charleston,SC,Charleston,8th,22nd,Rank Change from Last Census: -7,<br>First Appearance: 1st Census,"City: Charleston, SC<br>Census: 8th<br>Rank: 22nd<br>Rank Change from Last Census: -7<br>First Appearance: 1st Census",left_lim,15.350000000000001
NEW HAVEN,8,23,0,NA,14.8,23,-15.5,-14.100000000000001,-22.6,-23.4,new_haven,CT,New Haven,8th,23rd,Rank Change from Last Census: 11,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 8th<br>Rank: 23rd<br>Rank Change from Last Census: 11<br>First Appearance: 3rd Census",right_lim,14.25
NEW HAVEN,8,23,0,NA,14.8,23,-15.5,-14.100000000000001,-22.6,-23.4,new_haven,CT,New Haven,8th,23rd,Rank Change from Last Census: 11,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 8th<br>Rank: 23rd<br>Rank Change from Last Census: 11<br>First Appearance: 3rd Census",left_lim,15.350000000000001
TROY,8,24,0,NA,14.8,24,-15.5,-14.100000000000001,-23.6,-24.4,troy,NY,Troy,8th,24th,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 8th<br>Rank: 24th<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census",right_lim,14.25
TROY,8,24,0,NA,14.8,24,-15.5,-14.100000000000001,-23.6,-24.4,troy,NY,Troy,8th,24th,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 8th<br>Rank: 24th<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census",left_lim,15.350000000000001
RICHMOND,8,25,0,NA,14.8,25,-15.5,-14.100000000000001,-24.6,-25.4,richmond,VA,Richmond,8th,25th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 8th<br>Rank: 25th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census",right_lim,14.25
RICHMOND,8,25,0,NA,14.8,25,-15.5,-14.100000000000001,-24.6,-25.4,richmond,VA,Richmond,8th,25th,Rank Change from Last Census: 2,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 8th<br>Rank: 25th<br>Rank Change from Last Census: 2<br>First Appearance: 2nd Census",left_lim,15.350000000000001
LOWELL,8,26,0,NA,14.8,26,-15.5,-14.100000000000001,-25.6,-26.4,lowell,MA,Lowell,8th,26th,Rank Change from Last Census: -4,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 8th<br>Rank: 26th<br>Rank Change from Last Census: -4<br>First Appearance: 5th Census",right_lim,14.25
LOWELL,8,26,0,NA,14.8,26,-15.5,-14.100000000000001,-25.6,-26.4,lowell,MA,Lowell,8th,26th,Rank Change from Last Census: -4,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 8th<br>Rank: 26th<br>Rank Change from Last Census: -4<br>First Appearance: 5th Census",left_lim,15.350000000000001
MOBILE,8,27,0,NA,14.8,27,-15.5,-14.100000000000001,-26.6,-27.4,mobile,AL,Mobile,8th,27th,Rank Change from Last Census: 6,<br>First Appearance: 6th Census,"City: Mobile, AL<br>Census: 8th<br>Rank: 27th<br>Rank Change from Last Census: 6<br>First Appearance: 6th Census",right_lim,14.25
MOBILE,8,27,0,NA,14.8,27,-15.5,-14.100000000000001,-26.6,-27.4,mobile,AL,Mobile,8th,27th,Rank Change from Last Census: 6,<br>First Appearance: 6th Census,"City: Mobile, AL<br>Census: 8th<br>Rank: 27th<br>Rank Change from Last Census: 6<br>First Appearance: 6th Census",left_lim,15.350000000000001
JERSEY CITY,8,28,1,NA,14.8,28,-15.5,-14.100000000000001,-27.6,-28.4,jersey_city,NJ,Jersey City,8th,28th,First Appearance,,"City: Jersey City, NJ<br>Census: 8th<br>Rank: 28th<br>First Appearance",right_lim,14.25
JERSEY CITY,8,28,1,NA,14.8,28,-15.5,-14.100000000000001,-27.6,-28.4,jersey_city,NJ,Jersey City,8th,28th,First Appearance,,"City: Jersey City, NJ<br>Census: 8th<br>Rank: 28th<br>First Appearance",left_lim,15.350000000000001
HARTFORD,8,29,0,NA,14.8,29,-15.5,-14.100000000000001,-28.6,-29.4,hartford,CT,Hartford,8th,29th,Rank Change from Last Census: 9,<br>First Appearance: 4th Census,"City: Hartford, CT<br>Census: 8th<br>Rank: 29th<br>Rank Change from Last Census: 9<br>First Appearance: 4th Census",right_lim,14.25
HARTFORD,8,29,0,NA,14.8,29,-15.5,-14.100000000000001,-28.6,-29.4,hartford,CT,Hartford,8th,29th,Rank Change from Last Census: 9,<br>First Appearance: 4th Census,"City: Hartford, CT<br>Census: 8th<br>Rank: 29th<br>Rank Change from Last Census: 9<br>First Appearance: 4th Census",left_lim,15.350000000000001
ALLEGHENY,8,30,0,NA,14.8,30,-15.5,-14.100000000000001,-29.6,-30.4,allegheny,PA,Allegheny,8th,30th,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: Allegheny, PA<br>Census: 8th<br>Rank: 30th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",right_lim,14.25
ALLEGHENY,8,30,0,NA,14.8,30,-15.5,-14.100000000000001,-29.6,-30.4,allegheny,PA,Allegheny,8th,30th,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: Allegheny, PA<br>Census: 8th<br>Rank: 30th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",left_lim,15.350000000000001
SYRACUSE,8,31,0,NA,14.8,31,-15.5,-14.100000000000001,-30.6,-31.4,syracuse,NY,Syracuse,8th,31st,Rank Change from Last Census: -2,<br>First Appearance: 6th Census,"City: Syracuse, NY<br>Census: 8th<br>Rank: 31st<br>Rank Change from Last Census: -2<br>First Appearance: 6th Census",right_lim,14.25
SYRACUSE,8,31,0,NA,14.8,31,-15.5,-14.100000000000001,-30.6,-31.4,syracuse,NY,Syracuse,8th,31st,Rank Change from Last Census: -2,<br>First Appearance: 6th Census,"City: Syracuse, NY<br>Census: 8th<br>Rank: 31st<br>Rank Change from Last Census: -2<br>First Appearance: 6th Census",left_lim,15.350000000000001
PORTLAND,8,32,0,NA,14.8,32,-15.5,-14.100000000000001,-31.6,-32.4,portland,ME,Portland,8th,32nd,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 8th<br>Rank: 32nd<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census",right_lim,14.25
PORTLAND,8,32,0,NA,14.8,32,-15.5,-14.100000000000001,-31.6,-32.4,portland,ME,Portland,8th,32nd,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 8th<br>Rank: 32nd<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census",left_lim,15.350000000000001
