State,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolState,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
MISSOURI,8,8,0,NA,16,8,-16.7,-15.3,-7.6,-8.4,missouri,Missouri,8th,8th,Rank Change from Last Census: 5,<br>First Appearance: 4th Census,State: Missouri<br>Census: 8th<br>Rank: 8th<br>Rank Change from Last Census: 5<br>First Appearance: 4th Census,right_lim,15.45
MISSOURI,8,8,0,NA,16,8,-16.7,-15.3,-7.6,-8.4,missouri,Missouri,8th,8th,Rank Change from Last Census: 5,<br>First Appearance: 4th Census,State: Missouri<br>Census: 8th<br>Rank: 8th<br>Rank Change from Last Census: 5<br>First Appearance: 4th Census,left_lim,16.55
KENTUCKY,8,9,0,NA,16,9,-16.7,-15.3,-8.6,-9.4,kentucky,Kentucky,8th,9th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 8th<br>Rank: 9th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census,right_lim,15.45
KENTUCKY,8,9,0,NA,16,9,-16.7,-15.3,-8.6,-9.4,kentucky,Kentucky,8th,9th,Rank Change from Last Census: -1,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 8th<br>Rank: 9th<br>Rank Change from Last Census: -1<br>First Appearance: 2nd Census,left_lim,16.55
TENNESSEE,8,10,0,NA,16,10,-16.7,-15.3,-9.6,-10.4,tennessee,Tennessee,8th,10th,Rank Change from Last Census: -5,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 8th<br>Rank: 10th<br>Rank Change from Last Census: -5<br>First Appearance: 2nd Census,right_lim,15.45
TENNESSEE,8,10,0,NA,16,10,-16.7,-15.3,-9.6,-10.4,tennessee,Tennessee,8th,10th,Rank Change from Last Census: -5,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 8th<br>Rank: 10th<br>Rank Change from Last Census: -5<br>First Appearance: 2nd Census,left_lim,16.55
GEORGIA,8,11,0,NA,16,11,-16.7,-15.3,-10.6,-11.4,georgia,Georgia,8th,11th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Georgia<br>Census: 8th<br>Rank: 11th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,15.45
GEORGIA,8,11,0,NA,16,11,-16.7,-15.3,-10.6,-11.4,georgia,Georgia,8th,11th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Georgia<br>Census: 8th<br>Rank: 11th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,16.55
NORTH CAROLINA,8,12,0,NA,16,12,-16.7,-15.3,-11.6,-12.4,north_carolina,North Carolina,8th,12th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 8th<br>Rank: 12th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,15.45
NORTH CAROLINA,8,12,0,NA,16,12,-16.7,-15.3,-11.6,-12.4,north_carolina,North Carolina,8th,12th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 8th<br>Rank: 12th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,16.55
ALABAMA,8,13,0,NA,16,13,-16.7,-15.3,-12.6,-13.4,alabama,Alabama,8th,13th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Alabama<br>Census: 8th<br>Rank: 13th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,right_lim,15.45
ALABAMA,8,13,0,NA,16,13,-16.7,-15.3,-12.6,-13.4,alabama,Alabama,8th,13th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Alabama<br>Census: 8th<br>Rank: 13th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,left_lim,16.55
MISSISSIPPI,8,14,0,NA,16,14,-16.7,-15.3,-13.6,-14.4,mississippi,Mississippi,8th,14th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 8th<br>Rank: 14th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,right_lim,15.45
MISSISSIPPI,8,14,0,NA,16,14,-16.7,-15.3,-13.6,-14.4,mississippi,Mississippi,8th,14th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 8th<br>Rank: 14th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,left_lim,16.55
WISCONSIN,8,15,0,NA,16,15,-16.7,-15.3,-14.6,-15.4,wisconsin,Wisconsin,8th,15th,Rank Change from Last Census: 9,<br>First Appearance: 6th Census,State: Wisconsin<br>Census: 8th<br>Rank: 15th<br>Rank Change from Last Census: 9<br>First Appearance: 6th Census,right_lim,15.45
WISCONSIN,8,15,0,NA,16,15,-16.7,-15.3,-14.6,-15.4,wisconsin,Wisconsin,8th,15th,Rank Change from Last Census: 9,<br>First Appearance: 6th Census,State: Wisconsin<br>Census: 8th<br>Rank: 15th<br>Rank Change from Last Census: 9<br>First Appearance: 6th Census,left_lim,16.55
MICHIGAN,8,16,0,NA,16,16,-16.7,-15.3,-15.6,-16.4,michigan,Michigan,8th,16th,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 8th<br>Rank: 16th<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census,right_lim,15.45
MICHIGAN,8,16,0,NA,16,16,-16.7,-15.3,-15.6,-16.4,michigan,Michigan,8th,16th,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 8th<br>Rank: 16th<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census,left_lim,16.55
LOUISIANA,8,17,0,NA,16,17,-16.7,-15.3,-16.6,-17.4,louisiana,Louisiana,8th,17th,Rank Change from Last Census: 1,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 8th<br>Rank: 17th<br>Rank Change from Last Census: 1<br>First Appearance: 3rd Census,right_lim,15.45
LOUISIANA,8,17,0,NA,16,17,-16.7,-15.3,-16.6,-17.4,louisiana,Louisiana,8th,17th,Rank Change from Last Census: 1,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 8th<br>Rank: 17th<br>Rank Change from Last Census: 1<br>First Appearance: 3rd Census,left_lim,16.55
SOUTH CAROLINA,8,18,0,NA,16,18,-16.7,-15.3,-17.6,-18.4,south_carolina,South Carolina,8th,18th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 8th<br>Rank: 18th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,15.45
SOUTH CAROLINA,8,18,0,NA,16,18,-16.7,-15.3,-17.6,-18.4,south_carolina,South Carolina,8th,18th,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 8th<br>Rank: 18th<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,16.55
MARYLAND,8,19,0,NA,16,19,-16.7,-15.3,-18.6,-19.4,maryland,Maryland,8th,19th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Maryland<br>Census: 8th<br>Rank: 19th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,15.45
MARYLAND,8,19,0,NA,16,19,-16.7,-15.3,-18.6,-19.4,maryland,Maryland,8th,19th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Maryland<br>Census: 8th<br>Rank: 19th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,16.55
IOWA,8,20,0,NA,16,20,-16.7,-15.3,-19.6,-20.4,iowa,Iowa,8th,20th,Rank Change from Last Census: 7,<br>First Appearance: 6th Census,State: Iowa<br>Census: 8th<br>Rank: 20th<br>Rank Change from Last Census: 7<br>First Appearance: 6th Census,right_lim,15.45
IOWA,8,20,0,NA,16,20,-16.7,-15.3,-19.6,-20.4,iowa,Iowa,8th,20th,Rank Change from Last Census: 7,<br>First Appearance: 6th Census,State: Iowa<br>Census: 8th<br>Rank: 20th<br>Rank Change from Last Census: 7<br>First Appearance: 6th Census,left_lim,16.55
NEW JERSEY,8,21,0,NA,16,21,-16.7,-15.3,-20.6,-21.4,new_jersey,New Jersey,8th,21st,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 8th<br>Rank: 21st<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,15.45
NEW JERSEY,8,21,0,NA,16,21,-16.7,-15.3,-20.6,-21.4,new_jersey,New Jersey,8th,21st,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 8th<br>Rank: 21st<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,16.55
MAINE,8,22,0,NA,16,22,-16.7,-15.3,-21.6,-22.4,maine,Maine,8th,22nd,Rank Change from Last Census: -6,<br>First Appearance: 4th Census,State: Maine<br>Census: 8th<br>Rank: 22nd<br>Rank Change from Last Census: -6<br>First Appearance: 4th Census,right_lim,15.45
MAINE,8,22,0,NA,16,22,-16.7,-15.3,-21.6,-22.4,maine,Maine,8th,22nd,Rank Change from Last Census: -6,<br>First Appearance: 4th Census,State: Maine<br>Census: 8th<br>Rank: 22nd<br>Rank Change from Last Census: -6<br>First Appearance: 4th Census,left_lim,16.55
TEXAS,8,23,0,NA,16,23,-16.7,-15.3,-22.6,-23.4,texas,Texas,8th,23rd,Rank Change from Last Census: 2,<br>First Appearance: 7th Census,State: Texas<br>Census: 8th<br>Rank: 23rd<br>Rank Change from Last Census: 2<br>First Appearance: 7th Census,right_lim,15.45
TEXAS,8,23,0,NA,16,23,-16.7,-15.3,-22.6,-23.4,texas,Texas,8th,23rd,Rank Change from Last Census: 2,<br>First Appearance: 7th Census,State: Texas<br>Census: 8th<br>Rank: 23rd<br>Rank Change from Last Census: 2<br>First Appearance: 7th Census,left_lim,16.55
CONNECTICUT,8,24,0,NA,16,24,-16.7,-15.3,-23.6,-24.4,connecticut,Connecticut,8th,24th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 8th<br>Rank: 24th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,15.45
CONNECTICUT,8,24,0,NA,16,24,-16.7,-15.3,-23.6,-24.4,connecticut,Connecticut,8th,24th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 8th<br>Rank: 24th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,16.55
ARKANSAS,8,25,0,NA,16,25,-16.7,-15.3,-24.6,-25.4,arkansas,Arkansas,8th,25th,Rank Change from Last Census: 1,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 8th<br>Rank: 25th<br>Rank Change from Last Census: 1<br>First Appearance: 4th Census,right_lim,15.45
ARKANSAS,8,25,0,NA,16,25,-16.7,-15.3,-24.6,-25.4,arkansas,Arkansas,8th,25th,Rank Change from Last Census: 1,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 8th<br>Rank: 25th<br>Rank Change from Last Census: 1<br>First Appearance: 4th Census,left_lim,16.55
CALIFORNIA,8,26,0,NA,16,26,-16.7,-15.3,-25.6,-26.4,california,California,8th,26th,Rank Change from Last Census: 3,<br>First Appearance: 7th Census,State: California<br>Census: 8th<br>Rank: 26th<br>Rank Change from Last Census: 3<br>First Appearance: 7th Census,right_lim,15.45
CALIFORNIA,8,26,0,NA,16,26,-16.7,-15.3,-25.6,-26.4,california,California,8th,26th,Rank Change from Last Census: 3,<br>First Appearance: 7th Census,State: California<br>Census: 8th<br>Rank: 26th<br>Rank Change from Last Census: 3<br>First Appearance: 7th Census,left_lim,16.55
NEW HAMPSHIRE,8,27,0,NA,16,27,-16.7,-15.3,-26.6,-27.4,new_hampshire,New Hampshire,8th,27th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 8th<br>Rank: 27th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census,right_lim,15.45
NEW HAMPSHIRE,8,27,0,NA,16,27,-16.7,-15.3,-26.6,-27.4,new_hampshire,New Hampshire,8th,27th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 8th<br>Rank: 27th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census,left_lim,16.55
VERMONT,8,28,0,NA,16,28,-16.7,-15.3,-27.6,-28.4,vermont,Vermont,8th,28th,Rank Change from Last Census: -5,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 8th<br>Rank: 28th<br>Rank Change from Last Census: -5<br>First Appearance: 2nd Census,right_lim,15.45
VERMONT,8,28,0,NA,16,28,-16.7,-15.3,-27.6,-28.4,vermont,Vermont,8th,28th,Rank Change from Last Census: -5,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 8th<br>Rank: 28th<br>Rank Change from Last Census: -5<br>First Appearance: 2nd Census,left_lim,16.55
RHODE ISLAND,8,29,0,NA,16,29,-16.7,-15.3,-28.6,-29.4,rhode_island,Rhode Island,8th,29th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 8th<br>Rank: 29th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,15.45
RHODE ISLAND,8,29,0,NA,16,29,-16.7,-15.3,-28.6,-29.4,rhode_island,Rhode Island,8th,29th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 8th<br>Rank: 29th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,16.55
MINNESOTA,8,30,0,NA,16,30,-16.7,-15.3,-29.6,-30.4,minnesota,Minnesota,8th,30th,Rank Change from Last Census: 6,<br>First Appearance: 7th Census,State: Minnesota<br>Census: 8th<br>Rank: 30th<br>Rank Change from Last Census: 6<br>First Appearance: 7th Census,right_lim,15.45
MINNESOTA,8,30,0,NA,16,30,-16.7,-15.3,-29.6,-30.4,minnesota,Minnesota,8th,30th,Rank Change from Last Census: 6,<br>First Appearance: 7th Census,State: Minnesota<br>Census: 8th<br>Rank: 30th<br>Rank Change from Last Census: 6<br>First Appearance: 7th Census,left_lim,16.55
FLORIDA,8,31,0,NA,16,31,-16.7,-15.3,-30.6,-31.4,florida,Florida,8th,31st,Rank Change from Last Census: 0,<br>First Appearance: 5th Census,State: Florida<br>Census: 8th<br>Rank: 31st<br>Rank Change from Last Census: 0<br>First Appearance: 5th Census,right_lim,15.45
FLORIDA,8,31,0,NA,16,31,-16.7,-15.3,-30.6,-31.4,florida,Florida,8th,31st,Rank Change from Last Census: 0,<br>First Appearance: 5th Census,State: Florida<br>Census: 8th<br>Rank: 31st<br>Rank Change from Last Census: 0<br>First Appearance: 5th Census,left_lim,16.55
DELAWARE,8,32,0,NA,16,32,-16.7,-15.3,-31.6,-32.4,delaware,Delaware,8th,32nd,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Delaware<br>Census: 8th<br>Rank: 32nd<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,15.45
DELAWARE,8,32,0,NA,16,32,-16.7,-15.3,-31.6,-32.4,delaware,Delaware,8th,32nd,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: Delaware<br>Census: 8th<br>Rank: 32nd<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,16.55
KANSAS,8,33,1,NA,16,33,-16.7,-15.3,-32.6,-33.4,kansas,Kansas,8th,33rd,First Appearance,,State: Kansas<br>Census: 8th<br>Rank: 33rd<br>First Appearance,right_lim,15.45
KANSAS,8,33,1,NA,16,33,-16.7,-15.3,-32.6,-33.4,kansas,Kansas,8th,33rd,First Appearance,,State: Kansas<br>Census: 8th<br>Rank: 33rd<br>First Appearance,left_lim,16.55
NEW MEXICO,8,34,0,NA,16,34,-16.7,-15.3,-33.6,-34.4,new_mexico,New Mexico,8th,34th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: New Mexico<br>Census: 8th<br>Rank: 34th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,right_lim,15.45
NEW MEXICO,8,34,0,NA,16,34,-16.7,-15.3,-33.6,-34.4,new_mexico,New Mexico,8th,34th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: New Mexico<br>Census: 8th<br>Rank: 34th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,left_lim,16.55
DISTRICT OF_COLUMBIA,8,35,0,NA,16,35,-16.7,-15.3,-34.6,-35.4,district_of_columbia,District of Columbia,8th,35th,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 8th<br>Rank: 35th<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census,right_lim,15.45
DISTRICT OF_COLUMBIA,8,35,0,NA,16,35,-16.7,-15.3,-34.6,-35.4,district_of_columbia,District of Columbia,8th,35th,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 8th<br>Rank: 35th<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census,left_lim,16.55
OREGON,8,36,0,NA,16,36,-16.7,-15.3,-35.6,-36.4,oregon,Oregon,8th,36th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: Oregon<br>Census: 8th<br>Rank: 36th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,right_lim,15.45
OREGON,8,36,0,NA,16,36,-16.7,-15.3,-35.6,-36.4,oregon,Oregon,8th,36th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: Oregon<br>Census: 8th<br>Rank: 36th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,left_lim,16.55
UTAH,8,37,0,right,16,37,-16.7,-15.3,-36.6,-37.4,utah,Utah,8th,37th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: Utah<br>Census: 8th<br>Rank: 37th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,right_lim,15.45
UTAH,8,37,0,right,16,37,-16.7,-15.3,-36.6,-37.4,utah,Utah,8th,37th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: Utah<br>Census: 8th<br>Rank: 37th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,left_lim,16.55
NEBRASKA,8,38,0,right,16,38,-16.7,-15.3,-37.6,-38.4,nebraska,Nebraska,8th,38th,First Appearance,,State: Nebraska<br>Census: 8th<br>Rank: 38th<br>First Appearance,right_lim,15.45
NEBRASKA,8,38,0,right,16,38,-16.7,-15.3,-37.6,-38.4,nebraska,Nebraska,8th,38th,First Appearance,,State: Nebraska<br>Census: 8th<br>Rank: 38th<br>First Appearance,left_lim,16.55
WASHINGTON,8,39,0,right,16,39,-16.7,-15.3,-38.6,-39.4,washington,Washington,8th,39th,First Appearance,,State: Washington<br>Census: 8th<br>Rank: 39th<br>First Appearance,right_lim,15.45
WASHINGTON,8,39,0,right,16,39,-16.7,-15.3,-38.6,-39.4,washington,Washington,8th,39th,First Appearance,,State: Washington<br>Census: 8th<br>Rank: 39th<br>First Appearance,left_lim,16.55
NEVADA,8,40,0,right,16,40,-16.7,-15.3,-39.6,-40.4,nevada,Nevada,8th,40th,First Appearance,,State: Nevada<br>Census: 8th<br>Rank: 40th<br>First Appearance,right_lim,15.45
NEVADA,8,40,0,right,16,40,-16.7,-15.3,-39.6,-40.4,nevada,Nevada,8th,40th,First Appearance,,State: Nevada<br>Census: 8th<br>Rank: 40th<br>First Appearance,left_lim,16.55
NEW YORK,9,1,0,NA,18,1,-18.7,-17.3,-0.6,-1.4,new_york,New York,9th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 9th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,17.45
NEW YORK,9,1,0,NA,18,1,-18.7,-17.3,-0.6,-1.4,new_york,New York,9th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 9th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,18.55
PENNSYLVANIA,9,2,0,NA,18,2,-18.7,-17.3,-1.6,-2.4,pennsylvania,Pennsylvania,9th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 9th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,17.45
PENNSYLVANIA,9,2,0,NA,18,2,-18.7,-17.3,-1.6,-2.4,pennsylvania,Pennsylvania,9th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 9th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,18.55
OHIO,9,3,0,NA,18,3,-18.7,-17.3,-2.6,-3.4,ohio,Ohio,9th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 9th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,right_lim,17.45
OHIO,9,3,0,NA,18,3,-18.7,-17.3,-2.6,-3.4,ohio,Ohio,9th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 9th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,left_lim,18.55
ILLINOIS,9,4,0,NA,18,4,-18.7,-17.3,-3.6,-4.4,illinois,Illinois,9th,4th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 9th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,right_lim,17.45
ILLINOIS,9,4,0,NA,18,4,-18.7,-17.3,-3.6,-4.4,illinois,Illinois,9th,4th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 9th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,left_lim,18.55
MISSOURI,9,5,0,NA,18,5,-18.7,-17.3,-4.6,-5.4,missouri,Missouri,9th,5th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Missouri<br>Census: 9th<br>Rank: 5th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,right_lim,17.45
MISSOURI,9,5,0,NA,18,5,-18.7,-17.3,-4.6,-5.4,missouri,Missouri,9th,5th,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,State: Missouri<br>Census: 9th<br>Rank: 5th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census,left_lim,18.55
INDIANA,9,6,0,NA,18,6,-18.7,-17.3,-5.6,-6.4,indiana,Indiana,9th,6th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 9th<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,right_lim,17.45
INDIANA,9,6,0,NA,18,6,-18.7,-17.3,-5.6,-6.4,indiana,Indiana,9th,6th,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Indiana<br>Census: 9th<br>Rank: 6th<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,left_lim,18.55
MASSACHUSETTS,9,7,0,NA,18,7,-18.7,-17.3,-6.6,-7.4,massachusetts,Massachusetts,9th,7th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 9th<br>Rank: 7th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,17.45
MASSACHUSETTS,9,7,0,NA,18,7,-18.7,-17.3,-6.6,-7.4,massachusetts,Massachusetts,9th,7th,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Massachusetts<br>Census: 9th<br>Rank: 7th<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,18.55
KENTUCKY,9,8,0,NA,18,8,-18.7,-17.3,-7.6,-8.4,kentucky,Kentucky,9th,8th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 9th<br>Rank: 8th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,right_lim,17.45
KENTUCKY,9,8,0,NA,18,8,-18.7,-17.3,-7.6,-8.4,kentucky,Kentucky,9th,8th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 9th<br>Rank: 8th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,left_lim,18.55
TENNESSEE,9,9,0,NA,18,9,-18.7,-17.3,-8.6,-9.4,tennessee,Tennessee,9th,9th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 9th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,right_lim,17.45
TENNESSEE,9,9,0,NA,18,9,-18.7,-17.3,-8.6,-9.4,tennessee,Tennessee,9th,9th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 9th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,left_lim,18.55
VIRGINIA,9,10,0,NA,18,10,-18.7,-17.3,-9.6,-10.4,virginia,Virginia,9th,10th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,State: Virginia<br>Census: 9th<br>Rank: 10th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census,right_lim,17.45
VIRGINIA,9,10,0,NA,18,10,-18.7,-17.3,-9.6,-10.4,virginia,Virginia,9th,10th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,State: Virginia<br>Census: 9th<br>Rank: 10th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census,left_lim,18.55
IOWA,9,11,0,NA,18,11,-18.7,-17.3,-10.6,-11.4,iowa,Iowa,9th,11th,Rank Change from Last Census: 9,<br>First Appearance: 6th Census,State: Iowa<br>Census: 9th<br>Rank: 11th<br>Rank Change from Last Census: 9<br>First Appearance: 6th Census,right_lim,17.45
IOWA,9,11,0,NA,18,11,-18.7,-17.3,-10.6,-11.4,iowa,Iowa,9th,11th,Rank Change from Last Census: 9,<br>First Appearance: 6th Census,State: Iowa<br>Census: 9th<br>Rank: 11th<br>Rank Change from Last Census: 9<br>First Appearance: 6th Census,left_lim,18.55
GEORGIA,9,12,0,NA,18,12,-18.7,-17.3,-11.6,-12.4,georgia,Georgia,9th,12th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 9th<br>Rank: 12th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,17.45
GEORGIA,9,12,0,NA,18,12,-18.7,-17.3,-11.6,-12.4,georgia,Georgia,9th,12th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 9th<br>Rank: 12th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,18.55
MICHIGAN,9,13,0,NA,18,13,-18.7,-17.3,-12.6,-13.4,michigan,Michigan,9th,13th,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 9th<br>Rank: 13th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census,right_lim,17.45
MICHIGAN,9,13,0,NA,18,13,-18.7,-17.3,-12.6,-13.4,michigan,Michigan,9th,13th,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 9th<br>Rank: 13th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census,left_lim,18.55
NORTH CAROLINA,9,14,0,NA,18,14,-18.7,-17.3,-13.6,-14.4,north_carolina,North Carolina,9th,14th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 9th<br>Rank: 14th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,17.45
