State,Census,Rank,label,offset,x_place,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolState,toolcensus,toolrank,toolchange,firstcensus,tooltext,limit,limits_val
KENTUCKY,9,8,0,NA,16.650000000000002,8,-17.35,-15.950000000000003,-7.6,-8.4,kentucky,Kentucky,9th,8th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Kentucky<br>Census: 9th<br>Rank: 8th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,left_lim,17.200000000000003
TENNESSEE,9,9,0,NA,16.650000000000002,9,-17.35,-15.950000000000003,-8.6,-9.4,tennessee,Tennessee,9th,9th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 9th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,right_lim,16.1
TENNESSEE,9,9,0,NA,16.650000000000002,9,-17.35,-15.950000000000003,-8.6,-9.4,tennessee,Tennessee,9th,9th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: Tennessee<br>Census: 9th<br>Rank: 9th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,left_lim,17.200000000000003
VIRGINIA,9,10,0,NA,16.650000000000002,10,-17.35,-15.950000000000003,-9.6,-10.4,virginia,Virginia,9th,10th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,State: Virginia<br>Census: 9th<br>Rank: 10th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census,right_lim,16.1
VIRGINIA,9,10,0,NA,16.650000000000002,10,-17.35,-15.950000000000003,-9.6,-10.4,virginia,Virginia,9th,10th,Rank Change from Last Census: -5,<br>First Appearance: 1st Census,State: Virginia<br>Census: 9th<br>Rank: 10th<br>Rank Change from Last Census: -5<br>First Appearance: 1st Census,left_lim,17.200000000000003
IOWA,9,11,0,NA,16.650000000000002,11,-17.35,-15.950000000000003,-10.6,-11.4,iowa,Iowa,9th,11th,Rank Change from Last Census: 9,<br>First Appearance: 6th Census,State: Iowa<br>Census: 9th<br>Rank: 11th<br>Rank Change from Last Census: 9<br>First Appearance: 6th Census,right_lim,16.1
IOWA,9,11,0,NA,16.650000000000002,11,-17.35,-15.950000000000003,-10.6,-11.4,iowa,Iowa,9th,11th,Rank Change from Last Census: 9,<br>First Appearance: 6th Census,State: Iowa<br>Census: 9th<br>Rank: 11th<br>Rank Change from Last Census: 9<br>First Appearance: 6th Census,left_lim,17.200000000000003
GEORGIA,9,12,0,NA,16.650000000000002,12,-17.35,-15.950000000000003,-11.6,-12.4,georgia,Georgia,9th,12th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 9th<br>Rank: 12th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,16.1
GEORGIA,9,12,0,NA,16.650000000000002,12,-17.35,-15.950000000000003,-11.6,-12.4,georgia,Georgia,9th,12th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Georgia<br>Census: 9th<br>Rank: 12th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,17.200000000000003
MICHIGAN,9,13,0,NA,16.650000000000002,13,-17.35,-15.950000000000003,-12.6,-13.4,michigan,Michigan,9th,13th,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 9th<br>Rank: 13th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census,right_lim,16.1
MICHIGAN,9,13,0,NA,16.650000000000002,13,-17.35,-15.950000000000003,-12.6,-13.4,michigan,Michigan,9th,13th,Rank Change from Last Census: 3,<br>First Appearance: 3rd Census,State: Michigan<br>Census: 9th<br>Rank: 13th<br>Rank Change from Last Census: 3<br>First Appearance: 3rd Census,left_lim,17.200000000000003
NORTH CAROLINA,9,14,0,NA,16.650000000000002,14,-17.35,-15.950000000000003,-13.6,-14.4,north_carolina,North Carolina,9th,14th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 9th<br>Rank: 14th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,right_lim,16.1
NORTH CAROLINA,9,14,0,NA,16.650000000000002,14,-17.35,-15.950000000000003,-13.6,-14.4,north_carolina,North Carolina,9th,14th,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,State: North Carolina<br>Census: 9th<br>Rank: 14th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census,left_lim,17.200000000000003
WISCONSIN,9,15,0,NA,16.650000000000002,15,-17.35,-15.950000000000003,-14.6,-15.4,wisconsin,Wisconsin,9th,15th,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,State: Wisconsin<br>Census: 9th<br>Rank: 15th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census,right_lim,16.1
WISCONSIN,9,15,0,NA,16.650000000000002,15,-17.35,-15.950000000000003,-14.6,-15.4,wisconsin,Wisconsin,9th,15th,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,State: Wisconsin<br>Census: 9th<br>Rank: 15th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census,left_lim,17.200000000000003
ALABAMA,9,16,0,NA,16.650000000000002,16,-17.35,-15.950000000000003,-15.6,-16.4,alabama,Alabama,9th,16th,Rank Change from Last Census: -3,<br>First Appearance: 4th Census,State: Alabama<br>Census: 9th<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 4th Census,right_lim,16.1
ALABAMA,9,16,0,NA,16.650000000000002,16,-17.35,-15.950000000000003,-15.6,-16.4,alabama,Alabama,9th,16th,Rank Change from Last Census: -3,<br>First Appearance: 4th Census,State: Alabama<br>Census: 9th<br>Rank: 16th<br>Rank Change from Last Census: -3<br>First Appearance: 4th Census,left_lim,17.200000000000003
NEW JERSEY,9,17,0,NA,16.650000000000002,17,-17.35,-15.950000000000003,-16.6,-17.4,new_jersey,New Jersey,9th,17th,Rank Change from Last Census: 4,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 9th<br>Rank: 17th<br>Rank Change from Last Census: 4<br>First Appearance: 1st Census,right_lim,16.1
NEW JERSEY,9,17,0,NA,16.650000000000002,17,-17.35,-15.950000000000003,-16.6,-17.4,new_jersey,New Jersey,9th,17th,Rank Change from Last Census: 4,<br>First Appearance: 1st Census,State: New Jersey<br>Census: 9th<br>Rank: 17th<br>Rank Change from Last Census: 4<br>First Appearance: 1st Census,left_lim,17.200000000000003
MISSISSIPPI,9,18,0,NA,16.650000000000002,18,-17.35,-15.950000000000003,-17.6,-18.4,mississippi,Mississippi,9th,18th,Rank Change from Last Census: -4,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 9th<br>Rank: 18th<br>Rank Change from Last Census: -4<br>First Appearance: 2nd Census,right_lim,16.1
MISSISSIPPI,9,18,0,NA,16.650000000000002,18,-17.35,-15.950000000000003,-17.6,-18.4,mississippi,Mississippi,9th,18th,Rank Change from Last Census: -4,<br>First Appearance: 2nd Census,State: Mississippi<br>Census: 9th<br>Rank: 18th<br>Rank Change from Last Census: -4<br>First Appearance: 2nd Census,left_lim,17.200000000000003
TEXAS,9,19,0,NA,16.650000000000002,19,-17.35,-15.950000000000003,-18.6,-19.4,texas,Texas,9th,19th,Rank Change from Last Census: 4,<br>First Appearance: 7th Census,State: Texas<br>Census: 9th<br>Rank: 19th<br>Rank Change from Last Census: 4<br>First Appearance: 7th Census,right_lim,16.1
TEXAS,9,19,0,NA,16.650000000000002,19,-17.35,-15.950000000000003,-18.6,-19.4,texas,Texas,9th,19th,Rank Change from Last Census: 4,<br>First Appearance: 7th Census,State: Texas<br>Census: 9th<br>Rank: 19th<br>Rank Change from Last Census: 4<br>First Appearance: 7th Census,left_lim,17.200000000000003
MARYLAND,9,20,0,NA,16.650000000000002,20,-17.35,-15.950000000000003,-19.6,-20.4,maryland,Maryland,9th,20th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Maryland<br>Census: 9th<br>Rank: 20th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,16.1
MARYLAND,9,20,0,NA,16.650000000000002,20,-17.35,-15.950000000000003,-19.6,-20.4,maryland,Maryland,9th,20th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Maryland<br>Census: 9th<br>Rank: 20th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,17.200000000000003
LOUISIANA,9,21,0,NA,16.650000000000002,21,-17.35,-15.950000000000003,-20.6,-21.4,louisiana,Louisiana,9th,21st,Rank Change from Last Census: -4,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 9th<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 3rd Census,right_lim,16.1
LOUISIANA,9,21,0,NA,16.650000000000002,21,-17.35,-15.950000000000003,-20.6,-21.4,louisiana,Louisiana,9th,21st,Rank Change from Last Census: -4,<br>First Appearance: 3rd Census,State: Louisiana<br>Census: 9th<br>Rank: 21st<br>Rank Change from Last Census: -4<br>First Appearance: 3rd Census,left_lim,17.200000000000003
SOUTH CAROLINA,9,22,0,NA,16.650000000000002,22,-17.35,-15.950000000000003,-21.6,-22.4,south_carolina,South Carolina,9th,22nd,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 9th<br>Rank: 22nd<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,16.1
SOUTH CAROLINA,9,22,0,NA,16.650000000000002,22,-17.35,-15.950000000000003,-21.6,-22.4,south_carolina,South Carolina,9th,22nd,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: South Carolina<br>Census: 9th<br>Rank: 22nd<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,17.200000000000003
MAINE,9,23,0,NA,16.650000000000002,23,-17.35,-15.950000000000003,-22.6,-23.4,maine,Maine,9th,23rd,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Maine<br>Census: 9th<br>Rank: 23rd<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,right_lim,16.1
MAINE,9,23,0,NA,16.650000000000002,23,-17.35,-15.950000000000003,-22.6,-23.4,maine,Maine,9th,23rd,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Maine<br>Census: 9th<br>Rank: 23rd<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,left_lim,17.200000000000003
CALIFORNIA,9,24,0,NA,16.650000000000002,24,-17.35,-15.950000000000003,-23.6,-24.4,california,California,9th,24th,Rank Change from Last Census: 2,<br>First Appearance: 7th Census,State: California<br>Census: 9th<br>Rank: 24th<br>Rank Change from Last Census: 2<br>First Appearance: 7th Census,right_lim,16.1
CALIFORNIA,9,24,0,NA,16.650000000000002,24,-17.35,-15.950000000000003,-23.6,-24.4,california,California,9th,24th,Rank Change from Last Census: 2,<br>First Appearance: 7th Census,State: California<br>Census: 9th<br>Rank: 24th<br>Rank Change from Last Census: 2<br>First Appearance: 7th Census,left_lim,17.200000000000003
CONNECTICUT,9,25,0,NA,16.650000000000002,25,-17.35,-15.950000000000003,-24.6,-25.4,connecticut,Connecticut,9th,25th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 9th<br>Rank: 25th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,right_lim,16.1
CONNECTICUT,9,25,0,NA,16.650000000000002,25,-17.35,-15.950000000000003,-24.6,-25.4,connecticut,Connecticut,9th,25th,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,State: Connecticut<br>Census: 9th<br>Rank: 25th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census,left_lim,17.200000000000003
ARKANSAS,9,26,0,NA,16.650000000000002,26,-17.35,-15.950000000000003,-25.6,-26.4,arkansas,Arkansas,9th,26th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 9th<br>Rank: 26th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,right_lim,16.1
ARKANSAS,9,26,0,NA,16.650000000000002,26,-17.35,-15.950000000000003,-25.6,-26.4,arkansas,Arkansas,9th,26th,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,State: Arkansas<br>Census: 9th<br>Rank: 26th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census,left_lim,17.200000000000003
WEST VIRGINIA,9,27,1,NA,16.650000000000002,27,-17.35,-15.950000000000003,-26.6,-27.4,west_virginia,West Virginia,9th,27th,First Appearance,,State: West Virginia<br>Census: 9th<br>Rank: 27th<br>First Appearance,right_lim,16.1
WEST VIRGINIA,9,27,1,NA,16.650000000000002,27,-17.35,-15.950000000000003,-26.6,-27.4,west_virginia,West Virginia,9th,27th,First Appearance,,State: West Virginia<br>Census: 9th<br>Rank: 27th<br>First Appearance,left_lim,17.200000000000003
MINNESOTA,9,28,0,NA,16.650000000000002,28,-17.35,-15.950000000000003,-27.6,-28.4,minnesota,Minnesota,9th,28th,Rank Change from Last Census: 2,<br>First Appearance: 7th Census,State: Minnesota<br>Census: 9th<br>Rank: 28th<br>Rank Change from Last Census: 2<br>First Appearance: 7th Census,right_lim,16.1
MINNESOTA,9,28,0,NA,16.650000000000002,28,-17.35,-15.950000000000003,-27.6,-28.4,minnesota,Minnesota,9th,28th,Rank Change from Last Census: 2,<br>First Appearance: 7th Census,State: Minnesota<br>Census: 9th<br>Rank: 28th<br>Rank Change from Last Census: 2<br>First Appearance: 7th Census,left_lim,17.200000000000003
KANSAS,9,29,0,NA,16.650000000000002,29,-17.35,-15.950000000000003,-28.6,-29.4,kansas,Kansas,9th,29th,Rank Change from Last Census: 4,<br>First Appearance: 8th Census,State: Kansas<br>Census: 9th<br>Rank: 29th<br>Rank Change from Last Census: 4<br>First Appearance: 8th Census,right_lim,16.1
KANSAS,9,29,0,NA,16.650000000000002,29,-17.35,-15.950000000000003,-28.6,-29.4,kansas,Kansas,9th,29th,Rank Change from Last Census: 4,<br>First Appearance: 8th Census,State: Kansas<br>Census: 9th<br>Rank: 29th<br>Rank Change from Last Census: 4<br>First Appearance: 8th Census,left_lim,17.200000000000003
VERMONT,9,30,0,NA,16.650000000000002,30,-17.35,-15.950000000000003,-29.6,-30.4,vermont,Vermont,9th,30th,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 9th<br>Rank: 30th<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census,right_lim,16.1
VERMONT,9,30,0,NA,16.650000000000002,30,-17.35,-15.950000000000003,-29.6,-30.4,vermont,Vermont,9th,30th,Rank Change from Last Census: -2,<br>First Appearance: 2nd Census,State: Vermont<br>Census: 9th<br>Rank: 30th<br>Rank Change from Last Census: -2<br>First Appearance: 2nd Census,left_lim,17.200000000000003
NEW HAMPSHIRE,9,31,0,NA,16.650000000000002,31,-17.35,-15.950000000000003,-30.6,-31.4,new_hampshire,New Hampshire,9th,31st,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 9th<br>Rank: 31st<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,right_lim,16.1
NEW HAMPSHIRE,9,31,0,NA,16.650000000000002,31,-17.35,-15.950000000000003,-30.6,-31.4,new_hampshire,New Hampshire,9th,31st,Rank Change from Last Census: -4,<br>First Appearance: 1st Census,State: New Hampshire<br>Census: 9th<br>Rank: 31st<br>Rank Change from Last Census: -4<br>First Appearance: 1st Census,left_lim,17.200000000000003
RHODE ISLAND,9,32,0,NA,16.650000000000002,32,-17.35,-15.950000000000003,-31.6,-32.4,rhode_island,Rhode Island,9th,32nd,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 9th<br>Rank: 32nd<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,16.1
RHODE ISLAND,9,32,0,NA,16.650000000000002,32,-17.35,-15.950000000000003,-31.6,-32.4,rhode_island,Rhode Island,9th,32nd,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Rhode Island<br>Census: 9th<br>Rank: 32nd<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,17.200000000000003
FLORIDA,9,33,0,NA,16.650000000000002,33,-17.35,-15.950000000000003,-32.6,-33.4,florida,Florida,9th,33rd,Rank Change from Last Census: -2,<br>First Appearance: 5th Census,State: Florida<br>Census: 9th<br>Rank: 33rd<br>Rank Change from Last Census: -2<br>First Appearance: 5th Census,right_lim,16.1
FLORIDA,9,33,0,NA,16.650000000000002,33,-17.35,-15.950000000000003,-32.6,-33.4,florida,Florida,9th,33rd,Rank Change from Last Census: -2,<br>First Appearance: 5th Census,State: Florida<br>Census: 9th<br>Rank: 33rd<br>Rank Change from Last Census: -2<br>First Appearance: 5th Census,left_lim,17.200000000000003
DISTRICT OF_COLUMBIA,9,34,0,NA,16.650000000000002,34,-17.35,-15.950000000000003,-33.6,-34.4,district_of_columbia,District of Columbia,9th,34th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 9th<br>Rank: 34th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,right_lim,16.1
DISTRICT OF_COLUMBIA,9,34,0,NA,16.650000000000002,34,-17.35,-15.950000000000003,-33.6,-34.4,district_of_columbia,District of Columbia,9th,34th,Rank Change from Last Census: 1,<br>First Appearance: 2nd Census,State: District of Columbia<br>Census: 9th<br>Rank: 34th<br>Rank Change from Last Census: 1<br>First Appearance: 2nd Census,left_lim,17.200000000000003
DELAWARE,9,35,0,NA,16.650000000000002,35,-17.35,-15.950000000000003,-34.6,-35.4,delaware,Delaware,9th,35th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Delaware<br>Census: 9th<br>Rank: 35th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,right_lim,16.1
DELAWARE,9,35,0,NA,16.650000000000002,35,-17.35,-15.950000000000003,-34.6,-35.4,delaware,Delaware,9th,35th,Rank Change from Last Census: -3,<br>First Appearance: 1st Census,State: Delaware<br>Census: 9th<br>Rank: 35th<br>Rank Change from Last Census: -3<br>First Appearance: 1st Census,left_lim,17.200000000000003
NEBRASKA,9,36,0,NA,16.650000000000002,36,-17.35,-15.950000000000003,-35.6,-36.4,nebraska,Nebraska,9th,36th,Rank Change from Last Census: 2,<br>First Appearance: 8th Census,State: Nebraska<br>Census: 9th<br>Rank: 36th<br>Rank Change from Last Census: 2<br>First Appearance: 8th Census,right_lim,16.1
NEBRASKA,9,36,0,NA,16.650000000000002,36,-17.35,-15.950000000000003,-35.6,-36.4,nebraska,Nebraska,9th,36th,Rank Change from Last Census: 2,<br>First Appearance: 8th Census,State: Nebraska<br>Census: 9th<br>Rank: 36th<br>Rank Change from Last Census: 2<br>First Appearance: 8th Census,left_lim,17.200000000000003
NEW MEXICO,9,37,0,NA,16.650000000000002,37,-17.35,-15.950000000000003,-36.6,-37.4,new_mexico,New Mexico,9th,37th,Rank Change from Last Census: -3,<br>First Appearance: 7th Census,State: New Mexico<br>Census: 9th<br>Rank: 37th<br>Rank Change from Last Census: -3<br>First Appearance: 7th Census,right_lim,16.1
NEW MEXICO,9,37,0,NA,16.650000000000002,37,-17.35,-15.950000000000003,-36.6,-37.4,new_mexico,New Mexico,9th,37th,Rank Change from Last Census: -3,<br>First Appearance: 7th Census,State: New Mexico<br>Census: 9th<br>Rank: 37th<br>Rank Change from Last Census: -3<br>First Appearance: 7th Census,left_lim,17.200000000000003
OREGON,9,38,0,NA,16.650000000000002,38,-17.35,-15.950000000000003,-37.6,-38.4,oregon,Oregon,9th,38th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: Oregon<br>Census: 9th<br>Rank: 38th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,right_lim,16.1
OREGON,9,38,0,NA,16.650000000000002,38,-17.35,-15.950000000000003,-37.6,-38.4,oregon,Oregon,9th,38th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: Oregon<br>Census: 9th<br>Rank: 38th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,left_lim,17.200000000000003
UTAH,9,39,0,NA,16.650000000000002,39,-17.35,-15.950000000000003,-38.6,-39.4,utah,Utah,9th,39th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: Utah<br>Census: 9th<br>Rank: 39th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,right_lim,16.1
UTAH,9,39,0,NA,16.650000000000002,39,-17.35,-15.950000000000003,-38.6,-39.4,utah,Utah,9th,39th,Rank Change from Last Census: -2,<br>First Appearance: 7th Census,State: Utah<br>Census: 9th<br>Rank: 39th<br>Rank Change from Last Census: -2<br>First Appearance: 7th Census,left_lim,17.200000000000003
NEVADA,9,40,0,NA,16.650000000000002,40,-17.35,-15.950000000000003,-39.6,-40.4,nevada,Nevada,9th,40th,Rank Change from Last Census: 0,<br>First Appearance: 8th Census,State: Nevada<br>Census: 9th<br>Rank: 40th<br>Rank Change from Last Census: 0<br>First Appearance: 8th Census,right_lim,16.1
NEVADA,9,40,0,NA,16.650000000000002,40,-17.35,-15.950000000000003,-39.6,-40.4,nevada,Nevada,9th,40th,Rank Change from Last Census: 0,<br>First Appearance: 8th Census,State: Nevada<br>Census: 9th<br>Rank: 40th<br>Rank Change from Last Census: 0<br>First Appearance: 8th Census,left_lim,17.200000000000003
COLORADO,9,41,0,right,16.650000000000002,41,-17.35,-15.950000000000003,-40.6,-41.4,colorado,Colorado,9th,41st,First Appearance,,State: Colorado<br>Census: 9th<br>Rank: 41st<br>First Appearance,right_lim,16.1
COLORADO,9,41,0,right,16.650000000000002,41,-17.35,-15.950000000000003,-40.6,-41.4,colorado,Colorado,9th,41st,First Appearance,,State: Colorado<br>Census: 9th<br>Rank: 41st<br>First Appearance,left_lim,17.200000000000003
WASHINGTON,9,42,0,right,16.650000000000002,42,-17.35,-15.950000000000003,-41.6,-42.4,washington,Washington,9th,42nd,Rank Change from Last Census: -3,<br>First Appearance: 8th Census,State: Washington<br>Census: 9th<br>Rank: 42nd<br>Rank Change from Last Census: -3<br>First Appearance: 8th Census,right_lim,16.1
WASHINGTON,9,42,0,right,16.650000000000002,42,-17.35,-15.950000000000003,-41.6,-42.4,washington,Washington,9th,42nd,Rank Change from Last Census: -3,<br>First Appearance: 8th Census,State: Washington<br>Census: 9th<br>Rank: 42nd<br>Rank Change from Last Census: -3<br>First Appearance: 8th Census,left_lim,17.200000000000003
MONTANA,9,43,0,right,16.650000000000002,43,-17.35,-15.950000000000003,-42.6,-43.4,montana,Montana,9th,43rd,First Appearance,,State: Montana<br>Census: 9th<br>Rank: 43rd<br>First Appearance,right_lim,16.1
MONTANA,9,43,0,right,16.650000000000002,43,-17.35,-15.950000000000003,-42.6,-43.4,montana,Montana,9th,43rd,First Appearance,,State: Montana<br>Census: 9th<br>Rank: 43rd<br>First Appearance,left_lim,17.200000000000003
IDAHO,9,44,0,right,16.650000000000002,44,-17.35,-15.950000000000003,-43.6,-44.4,idaho,Idaho,9th,44th,First Appearance,,State: Idaho<br>Census: 9th<br>Rank: 44th<br>First Appearance,right_lim,16.1
IDAHO,9,44,0,right,16.650000000000002,44,-17.35,-15.950000000000003,-43.6,-44.4,idaho,Idaho,9th,44th,First Appearance,,State: Idaho<br>Census: 9th<br>Rank: 44th<br>First Appearance,left_lim,17.200000000000003
DAKOTA,9,45,0,right,16.650000000000002,45,-17.35,-15.950000000000003,-44.6,-45.4,dakota,Dakota,9th,45th,First Appearance,,State: Dakota<br>Census: 9th<br>Rank: 45th<br>First Appearance,right_lim,16.1
DAKOTA,9,45,0,right,16.650000000000002,45,-17.35,-15.950000000000003,-44.6,-45.4,dakota,Dakota,9th,45th,First Appearance,,State: Dakota<br>Census: 9th<br>Rank: 45th<br>First Appearance,left_lim,17.200000000000003
ARIZONA,9,46,0,right,16.650000000000002,46,-17.35,-15.950000000000003,-45.6,-46.4,arizona,Arizona,9th,46th,First Appearance,,State: Arizona<br>Census: 9th<br>Rank: 46th<br>First Appearance,right_lim,16.1
ARIZONA,9,46,0,right,16.650000000000002,46,-17.35,-15.950000000000003,-45.6,-46.4,arizona,Arizona,9th,46th,First Appearance,,State: Arizona<br>Census: 9th<br>Rank: 46th<br>First Appearance,left_lim,17.200000000000003
WYOMING,9,47,0,right,16.650000000000002,47,-17.35,-15.950000000000003,-46.6,-47.4,wyoming,Wyoming,9th,47th,First Appearance,,State: Wyoming<br>Census: 9th<br>Rank: 47th<br>First Appearance,right_lim,16.1
WYOMING,9,47,0,right,16.650000000000002,47,-17.35,-15.950000000000003,-46.6,-47.4,wyoming,Wyoming,9th,47th,First Appearance,,State: Wyoming<br>Census: 9th<br>Rank: 47th<br>First Appearance,left_lim,17.200000000000003
NEW YORK,10,1,0,NA,18.5,1,-19.2,-17.8,-0.6,-1.4,new_york,New York,10th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 10th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,17.95
NEW YORK,10,1,0,NA,18.5,1,-19.2,-17.8,-0.6,-1.4,new_york,New York,10th,1st,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: New York<br>Census: 10th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,19.05
PENNSYLVANIA,10,2,0,NA,18.5,2,-19.2,-17.8,-1.6,-2.4,pennsylvania,Pennsylvania,10th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 10th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,right_lim,17.95
PENNSYLVANIA,10,2,0,NA,18.5,2,-19.2,-17.8,-1.6,-2.4,pennsylvania,Pennsylvania,10th,2nd,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,State: Pennsylvania<br>Census: 10th<br>Rank: 2nd<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census,left_lim,19.05
OHIO,10,3,0,NA,18.5,3,-19.2,-17.8,-2.6,-3.4,ohio,Ohio,10th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 10th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,right_lim,17.95
OHIO,10,3,0,NA,18.5,3,-19.2,-17.8,-2.6,-3.4,ohio,Ohio,10th,3rd,Rank Change from Last Census: 0,<br>First Appearance: 2nd Census,State: Ohio<br>Census: 10th<br>Rank: 3rd<br>Rank Change from Last Census: 0<br>First Appearance: 2nd Census,left_lim,19.05
ILLINOIS,10,4,0,NA,18.5,4,-19.2,-17.8,-3.6,-4.4,illinois,Illinois,10th,4th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 10th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,right_lim,17.95
ILLINOIS,10,4,0,NA,18.5,4,-19.2,-17.8,-3.6,-4.4,illinois,Illinois,10th,4th,Rank Change from Last Census: 0,<br>First Appearance: 3rd Census,State: Illinois<br>Census: 10th<br>Rank: 4th<br>Rank Change from Last Census: 0<br>First Appearance: 3rd Census,left_lim,19.05
MISSOURI,10,5,0,NA,18.5,5,-19.2,-17.8,-4.6,-5.4,missouri,Missouri,10th,5th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,State: Missouri<br>Census: 10th<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census,right_lim,17.95
MISSOURI,10,5,0,NA,18.5,5,-19.2,-17.8,-4.6,-5.4,missouri,Missouri,10th,5th,Rank Change from Last Census: 0,<br>First Appearance: 4th Census,State: Missouri<br>Census: 10th<br>Rank: 5th<br>Rank Change from Last Census: 0<br>First Appearance: 4th Census,left_lim,19.05
