City,Census,Rank,label,offset,Rank2,xmin_grob,xmax_grob,ymin_grob,ymax_grob,raster_name,toolcity,toolcensus,toolrank,state,toolchange,firstcensus,tooltext,limit,limits_val
SOUTHWARK,14,20,1,NA,20,-14.7,-13.3,-19.6,-20.4,southwark,Southwark,7th,20th,PA,Rank Change from Last Census: -8,<br>First Appearance: 1st Census,"City: Southwark, PA<br>Census: 7th<br>Rank: 20th<br>Rank Change from Last Census: -8<br>First Appearance: 1st Census",left_lim,14.55
ROCHESTER,14,21,0,NA,21,-14.7,-13.3,-20.6,-21.4,rochester,Rochester,7th,21st,NY,Rank Change from Last Census: -2,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 7th<br>Rank: 21st<br>Rank Change from Last Census: -2<br>First Appearance: 5th Census",right_lim,13.45
ROCHESTER,14,21,0,NA,21,-14.7,-13.3,-20.6,-21.4,rochester,Rochester,7th,21st,NY,Rank Change from Last Census: -2,<br>First Appearance: 5th Census,"City: Rochester, NY<br>Census: 7th<br>Rank: 21st<br>Rank Change from Last Census: -2<br>First Appearance: 5th Census",left_lim,14.55
LOWELL,14,22,0,NA,22,-14.7,-13.3,-21.6,-22.4,lowell,Lowell,7th,22nd,MA,Rank Change from Last Census: -4,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 7th<br>Rank: 22nd<br>Rank Change from Last Census: -4<br>First Appearance: 5th Census",right_lim,13.45
LOWELL,14,22,0,NA,22,-14.7,-13.3,-21.6,-22.4,lowell,Lowell,7th,22nd,MA,Rank Change from Last Census: -4,<br>First Appearance: 5th Census,"City: Lowell, MA<br>Census: 7th<br>Rank: 22nd<br>Rank Change from Last Census: -4<br>First Appearance: 5th Census",left_lim,14.55
WILLIAMSBURG,14,23,1,NA,23,-14.7,-13.3,-22.6,-23.4,williamsburg,Williamsburg,7th,23rd,NY,First Appearance,,"City: Williamsburg, NY<br>Census: 7th<br>Rank: 23rd<br>First Appearance",right_lim,13.45
WILLIAMSBURG,14,23,1,NA,23,-14.7,-13.3,-22.6,-23.4,williamsburg,Williamsburg,7th,23rd,NY,First Appearance,,"City: Williamsburg, NY<br>Census: 7th<br>Rank: 23rd<br>First Appearance",left_lim,14.55
SAN FRANCISCO,14,24,1,NA,24,-14.7,-13.3,-23.6,-24.4,san_francisco,San Francisco,7th,24th,CA,First Appearance,,"City: San Francisco, CA<br>Census: 7th<br>Rank: 24th<br>First Appearance",right_lim,13.45
SAN FRANCISCO,14,24,1,NA,24,-14.7,-13.3,-23.6,-24.4,san_francisco,San Francisco,7th,24th,CA,First Appearance,,"City: San Francisco, CA<br>Census: 7th<br>Rank: 24th<br>First Appearance",left_lim,14.55
CHICAGO,14,25,1,NA,25,-14.7,-13.3,-24.6,-25.4,chicago,Chicago,7th,25th,IL,First Appearance,,"City: Chicago, IL<br>Census: 7th<br>Rank: 25th<br>First Appearance",right_lim,13.45
CHICAGO,14,25,1,NA,25,-14.7,-13.3,-24.6,-25.4,chicago,Chicago,7th,25th,IL,First Appearance,,"City: Chicago, IL<br>Census: 7th<br>Rank: 25th<br>First Appearance",left_lim,14.55
TROY,14,26,0,NA,26,-14.7,-13.3,-25.6,-26.4,troy,Troy,7th,26th,NY,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 7th<br>Rank: 26th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",right_lim,13.45
TROY,14,26,0,NA,26,-14.7,-13.3,-25.6,-26.4,troy,Troy,7th,26th,NY,Rank Change from Last Census: -5,<br>First Appearance: 4th Census,"City: Troy, NY<br>Census: 7th<br>Rank: 26th<br>Rank Change from Last Census: -5<br>First Appearance: 4th Census",left_lim,14.55
RICHMOND,14,27,0,NA,27,-14.7,-13.3,-26.6,-27.4,richmond,Richmond,7th,27th,VA,Rank Change from Last Census: -7,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 7th<br>Rank: 27th<br>Rank Change from Last Census: -7<br>First Appearance: 2nd Census",right_lim,13.45
RICHMOND,14,27,0,NA,27,-14.7,-13.3,-26.6,-27.4,richmond,Richmond,7th,27th,VA,Rank Change from Last Census: -7,<br>First Appearance: 2nd Census,"City: Richmond, VA<br>Census: 7th<br>Rank: 27th<br>Rank Change from Last Census: -7<br>First Appearance: 2nd Census",left_lim,14.55
MOYAMENSING,14,28,1,NA,28,-14.7,-13.3,-27.6,-28.4,moyamensing,Moyamensing,7th,28th,PA,Rank Change from Last Census: 13,<br>First Appearance: 5th Census,"City: Moyamensing, PA<br>Census: 7th<br>Rank: 28th<br>Rank Change from Last Census: 13<br>First Appearance: 5th Census",right_lim,13.45
MOYAMENSING,14,28,1,NA,28,-14.7,-13.3,-27.6,-28.4,moyamensing,Moyamensing,7th,28th,PA,Rank Change from Last Census: 13,<br>First Appearance: 5th Census,"City: Moyamensing, PA<br>Census: 7th<br>Rank: 28th<br>Rank Change from Last Census: 13<br>First Appearance: 5th Census",left_lim,14.55
SYRACUSE,14,29,0,NA,29,-14.7,-13.3,-28.6,-29.4,syracuse,Syracuse,7th,29th,NY,Rank Change from Last Census: 6,<br>First Appearance: 6th Census,"City: Syracuse, NY<br>Census: 7th<br>Rank: 29th<br>Rank Change from Last Census: 6<br>First Appearance: 6th Census",right_lim,13.45
SYRACUSE,14,29,0,NA,29,-14.7,-13.3,-28.6,-29.4,syracuse,Syracuse,7th,29th,NY,Rank Change from Last Census: 6,<br>First Appearance: 6th Census,"City: Syracuse, NY<br>Census: 7th<br>Rank: 29th<br>Rank Change from Last Census: 6<br>First Appearance: 6th Census",left_lim,14.55
ALLEGHENY,14,30,0,NA,30,-14.7,-13.3,-29.6,-30.4,allegheny,Allegheny,7th,30th,PA,Rank Change from Last Census: 8,<br>First Appearance: 6th Census,"City: Allegheny, PA<br>Census: 7th<br>Rank: 30th<br>Rank Change from Last Census: 8<br>First Appearance: 6th Census",right_lim,13.45
ALLEGHENY,14,30,0,NA,30,-14.7,-13.3,-29.6,-30.4,allegheny,Allegheny,7th,30th,PA,Rank Change from Last Census: 8,<br>First Appearance: 6th Census,"City: Allegheny, PA<br>Census: 7th<br>Rank: 30th<br>Rank Change from Last Census: 8<br>First Appearance: 6th Census",left_lim,14.55
DETROIT,14,31,0,NA,31,-14.7,-13.3,-30.6,-31.4,detroit,Detroit,7th,31st,MI,Rank Change from Last Census: 11,<br>First Appearance: 6th Census,"City: Detroit, MI<br>Census: 7th<br>Rank: 31st<br>Rank Change from Last Census: 11<br>First Appearance: 6th Census",right_lim,13.45
DETROIT,14,31,0,NA,31,-14.7,-13.3,-30.6,-31.4,detroit,Detroit,7th,31st,MI,Rank Change from Last Census: 11,<br>First Appearance: 6th Census,"City: Detroit, MI<br>Census: 7th<br>Rank: 31st<br>Rank Change from Last Census: 11<br>First Appearance: 6th Census",left_lim,14.55
PORTLAND,14,32,0,NA,32,-14.7,-13.3,-31.6,-32.4,portland,Portland,7th,32nd,ME,Rank Change from Last Census: -7,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 7th<br>Rank: 32nd<br>Rank Change from Last Census: -7<br>First Appearance: 3rd Census",right_lim,13.45
PORTLAND,14,32,0,NA,32,-14.7,-13.3,-31.6,-32.4,portland,Portland,7th,32nd,ME,Rank Change from Last Census: -7,<br>First Appearance: 3rd Census,"City: Portland, ME<br>Census: 7th<br>Rank: 32nd<br>Rank Change from Last Census: -7<br>First Appearance: 3rd Census",left_lim,14.55
MOBILE,14,33,0,NA,33,-14.7,-13.3,-32.6,-33.4,mobile,Mobile,7th,33rd,AL,Rank Change from Last Census: -3,<br>First Appearance: 6th Census,"City: Mobile, AL<br>Census: 7th<br>Rank: 33rd<br>Rank Change from Last Census: -3<br>First Appearance: 6th Census",right_lim,13.45
MOBILE,14,33,0,NA,33,-14.7,-13.3,-32.6,-33.4,mobile,Mobile,7th,33rd,AL,Rank Change from Last Census: -3,<br>First Appearance: 6th Census,"City: Mobile, AL<br>Census: 7th<br>Rank: 33rd<br>Rank Change from Last Census: -3<br>First Appearance: 6th Census",left_lim,14.55
NEW HAVEN,14,34,0,NA,34,-14.7,-13.3,-33.6,-34.4,new_haven,New Haven,7th,34th,CT,Rank Change from Last Census: -6,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 7th<br>Rank: 34th<br>Rank Change from Last Census: -6<br>First Appearance: 3rd Census",right_lim,13.45
NEW HAVEN,14,34,0,NA,34,-14.7,-13.3,-33.6,-34.4,new_haven,New Haven,7th,34th,CT,Rank Change from Last Census: -6,<br>First Appearance: 3rd Census,"City: New Haven, CT<br>Census: 7th<br>Rank: 34th<br>Rank Change from Last Census: -6<br>First Appearance: 3rd Census",left_lim,14.55
SALEM,14,35,0,NA,35,-14.7,-13.3,-34.6,-35.4,salem,Salem,7th,35th,MA,Rank Change from Last Census: -9,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 7th<br>Rank: 35th<br>Rank Change from Last Census: -9<br>First Appearance: 1st Census",right_lim,13.45
SALEM,14,35,0,NA,35,-14.7,-13.3,-34.6,-35.4,salem,Salem,7th,35th,MA,Rank Change from Last Census: -9,<br>First Appearance: 1st Census,"City: Salem, MA<br>Census: 7th<br>Rank: 35th<br>Rank Change from Last Census: -9<br>First Appearance: 1st Census",left_lim,14.55
MILWAUKEE,14,36,1,NA,36,-14.7,-13.3,-35.6,-36.4,milwaukee,Milwaukee,7th,36th,WI,First Appearance,,"City: Milwaukee, WI<br>Census: 7th<br>Rank: 36th<br>First Appearance",right_lim,13.45
MILWAUKEE,14,36,1,NA,36,-14.7,-13.3,-35.6,-36.4,milwaukee,Milwaukee,7th,36th,WI,First Appearance,,"City: Milwaukee, WI<br>Census: 7th<br>Rank: 36th<br>First Appearance",left_lim,14.55
ROXBURY,14,37,0,NA,37,-14.7,-13.3,-36.6,-37.4,roxbury,Roxbury,7th,37th,MA,Rank Change from Last Census: 6,<br>First Appearance: 6th Census,"City: Roxbury, MA<br>Census: 7th<br>Rank: 37th<br>Rank Change from Last Census: 6<br>First Appearance: 6th Census",right_lim,13.45
ROXBURY,14,37,0,NA,37,-14.7,-13.3,-36.6,-37.4,roxbury,Roxbury,7th,37th,MA,Rank Change from Last Census: 6,<br>First Appearance: 6th Census,"City: Roxbury, MA<br>Census: 7th<br>Rank: 37th<br>Rank Change from Last Census: 6<br>First Appearance: 6th Census",left_lim,14.55
HARTFORD,14,38,0,NA,38,-14.7,-13.3,-37.6,-38.4,hartford,Hartford,7th,38th,CT,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,"City: Hartford, CT<br>Census: 7th<br>Rank: 38th<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census",right_lim,13.45
HARTFORD,14,38,0,NA,38,-14.7,-13.3,-37.6,-38.4,hartford,Hartford,7th,38th,CT,Rank Change from Last Census: 2,<br>First Appearance: 4th Census,"City: Hartford, CT<br>Census: 7th<br>Rank: 38th<br>Rank Change from Last Census: 2<br>First Appearance: 4th Census",left_lim,14.55
COLUMBUS,14,39,1,NA,39,-14.7,-13.3,-38.6,-39.4,columbus,Columbus,7th,39th,OH,First Appearance,,"City: Columbus, OH<br>Census: 7th<br>Rank: 39th<br>First Appearance",right_lim,13.45
COLUMBUS,14,39,1,NA,39,-14.7,-13.3,-38.6,-39.4,columbus,Columbus,7th,39th,OH,First Appearance,,"City: Columbus, OH<br>Census: 7th<br>Rank: 39th<br>First Appearance",left_lim,14.55
UTICA,14,40,0,NA,40,-14.7,-13.3,-39.6,-40.4,utica,Utica,7th,40th,NY,Rank Change from Last Census: -11,<br>First Appearance: 5th Census,"City: Utica, NY<br>Census: 7th<br>Rank: 40th<br>Rank Change from Last Census: -11<br>First Appearance: 5th Census",right_lim,13.45
UTICA,14,40,0,NA,40,-14.7,-13.3,-39.6,-40.4,utica,Utica,7th,40th,NY,Rank Change from Last Census: -11,<br>First Appearance: 5th Census,"City: Utica, NY<br>Census: 7th<br>Rank: 40th<br>Rank Change from Last Census: -11<br>First Appearance: 5th Census",left_lim,14.55
CHARLESTOWN,14,41,0,NA,41,-14.7,-13.3,-40.6,-41.4,charlestown,Charlestown,7th,41st,MA,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 7th<br>Rank: 41st<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",right_lim,13.45
CHARLESTOWN,14,41,0,NA,41,-14.7,-13.3,-40.6,-41.4,charlestown,Charlestown,7th,41st,MA,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Charlestown, MA<br>Census: 7th<br>Rank: 41st<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",left_lim,14.55
WORCESTER,14,42,1,NA,42,-14.7,-13.3,-41.6,-42.4,worcester,Worcester,7th,42nd,MA,First Appearance,,"City: Worcester, MA<br>Census: 7th<br>Rank: 42nd<br>First Appearance",right_lim,13.45
WORCESTER,14,42,1,NA,42,-14.7,-13.3,-41.6,-42.4,worcester,Worcester,7th,42nd,MA,First Appearance,,"City: Worcester, MA<br>Census: 7th<br>Rank: 42nd<br>First Appearance",left_lim,14.55
CLEVELAND,14,43,1,NA,43,-14.7,-13.3,-42.6,-43.4,cleveland,Cleveland,7th,43rd,OH,First Appearance,,"City: Cleveland, OH<br>Census: 7th<br>Rank: 43rd<br>First Appearance",right_lim,13.45
CLEVELAND,14,43,1,NA,43,-14.7,-13.3,-42.6,-43.4,cleveland,Cleveland,7th,43rd,OH,First Appearance,,"City: Cleveland, OH<br>Census: 7th<br>Rank: 43rd<br>First Appearance",left_lim,14.55
NEW BEDFORD,14,44,0,NA,44,-14.7,-13.3,-43.6,-44.4,new_bedford,New Bedford,7th,44th,MA,Rank Change from Last Census: -13,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 7th<br>Rank: 44th<br>Rank Change from Last Census: -13<br>First Appearance: 3rd Census",right_lim,13.45
NEW BEDFORD,14,44,0,NA,44,-14.7,-13.3,-43.6,-44.4,new_bedford,New Bedford,7th,44th,MA,Rank Change from Last Census: -13,<br>First Appearance: 3rd Census,"City: New Bedford, MA<br>Census: 7th<br>Rank: 44th<br>Rank Change from Last Census: -13<br>First Appearance: 3rd Census",left_lim,14.55
READING,14,45,0,NA,45,-14.7,-13.3,-44.6,-45.4,reading,Reading,7th,45th,PA,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 7th<br>Rank: 45th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census",right_lim,13.45
READING,14,45,0,NA,45,-14.7,-13.3,-44.6,-45.4,reading,Reading,7th,45th,PA,Rank Change from Last Census: 3,<br>First Appearance: 4th Census,"City: Reading, PA<br>Census: 7th<br>Rank: 45th<br>Rank Change from Last Census: 3<br>First Appearance: 4th Census",left_lim,14.55
SAVANNAH,14,46,0,NA,46,-14.7,-13.3,-45.6,-46.4,savannah,Savannah,7th,46th,GA,Rank Change from Last Census: -13,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 7th<br>Rank: 46th<br>Rank Change from Last Census: -13<br>First Appearance: 2nd Census",right_lim,13.45
SAVANNAH,14,46,0,NA,46,-14.7,-13.3,-45.6,-46.4,savannah,Savannah,7th,46th,GA,Rank Change from Last Census: -13,<br>First Appearance: 2nd Census,"City: Savannah, GA<br>Census: 7th<br>Rank: 46th<br>Rank Change from Last Census: -13<br>First Appearance: 2nd Census",left_lim,14.55
CAMBRIDGE,14,47,0,NA,47,-14.7,-13.3,-46.6,-47.4,cambridge,Cambridge,7th,47th,MA,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Cambridge, MA<br>Census: 7th<br>Rank: 47th<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",right_lim,13.45
CAMBRIDGE,14,47,0,NA,47,-14.7,-13.3,-46.6,-47.4,cambridge,Cambridge,7th,47th,MA,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Cambridge, MA<br>Census: 7th<br>Rank: 47th<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",left_lim,14.55
BANGOR,14,48,1,NA,48,-14.7,-13.3,-47.6,-48.4,bangor,Bangor,7th,48th,ME,Rank Change from Last Census: -3,<br>First Appearance: 6th Census,"City: Bangor, ME<br>Census: 7th<br>Rank: 48th<br>Rank Change from Last Census: -3<br>First Appearance: 6th Census",right_lim,13.45
BANGOR,14,48,1,NA,48,-14.7,-13.3,-47.6,-48.4,bangor,Bangor,7th,48th,ME,Rank Change from Last Census: -3,<br>First Appearance: 6th Census,"City: Bangor, ME<br>Census: 7th<br>Rank: 48th<br>Rank Change from Last Census: -3<br>First Appearance: 6th Census",left_lim,14.55
NORFOLK,14,49,1,NA,49,-14.7,-13.3,-48.6,-49.4,norfolk,Norfolk,7th,49th,VA,Rank Change from Last Census: -12,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 7th<br>Rank: 49th<br>Rank Change from Last Census: -12<br>First Appearance: 2nd Census",right_lim,13.45
NORFOLK,14,49,1,NA,49,-14.7,-13.3,-48.6,-49.4,norfolk,Norfolk,7th,49th,VA,Rank Change from Last Census: -12,<br>First Appearance: 2nd Census,"City: Norfolk, VA<br>Census: 7th<br>Rank: 49th<br>Rank Change from Last Census: -12<br>First Appearance: 2nd Census",left_lim,14.55
LYNN,14,50,0,NA,50,-14.7,-13.3,-49.6,-50.4,lynn,Lynn,7th,50th,MA,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 7th<br>Rank: 50th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",right_lim,13.45
LYNN,14,50,0,NA,50,-14.7,-13.3,-49.6,-50.4,lynn,Lynn,7th,50th,MA,Rank Change from Last Census: -9,<br>First Appearance: 4th Census,"City: Lynn, MA<br>Census: 7th<br>Rank: 50th<br>Rank Change from Last Census: -9<br>First Appearance: 4th Census",left_lim,14.55
NEW YORK,16,1,0,NA,1,-16.7,-15.3,-0.6,-1.4,new_york,New York,8th,1st,NY,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 8th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",right_lim,15.45
NEW YORK,16,1,0,NA,1,-16.7,-15.3,-0.6,-1.4,new_york,New York,8th,1st,NY,Rank Change from Last Census: 0,<br>First Appearance: 1st Census,"City: New York, NY<br>Census: 8th<br>Rank: 1st<br>Rank Change from Last Census: 0<br>First Appearance: 1st Census",left_lim,16.55
PHILADELPHIA,16,2,0,NA,2,-16.7,-15.3,-1.6,-2.4,philadelphia,Philadelphia,8th,2nd,PA,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 8th<br>Rank: 2nd<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",right_lim,15.45
PHILADELPHIA,16,2,0,NA,2,-16.7,-15.3,-1.6,-2.4,philadelphia,Philadelphia,8th,2nd,PA,Rank Change from Last Census: 2,<br>First Appearance: 1st Census,"City: Philadelphia, PA<br>Census: 8th<br>Rank: 2nd<br>Rank Change from Last Census: 2<br>First Appearance: 1st Census",left_lim,16.55
BROOKLYN,16,3,0,NA,3,-16.7,-15.3,-2.6,-3.4,brooklyn,Brooklyn,8th,3rd,NY,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 8th<br>Rank: 3rd<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census",right_lim,15.45
BROOKLYN,16,3,0,NA,3,-16.7,-15.3,-2.6,-3.4,brooklyn,Brooklyn,8th,3rd,NY,Rank Change from Last Census: 4,<br>First Appearance: 4th Census,"City: Brooklyn, NY<br>Census: 8th<br>Rank: 3rd<br>Rank Change from Last Census: 4<br>First Appearance: 4th Census",left_lim,16.55
BALTIMORE,16,4,0,NA,4,-16.7,-15.3,-3.6,-4.4,baltimore,Baltimore,8th,4th,MD,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 8th<br>Rank: 4th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,15.45
BALTIMORE,16,4,0,NA,4,-16.7,-15.3,-3.6,-4.4,baltimore,Baltimore,8th,4th,MD,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Baltimore, MD<br>Census: 8th<br>Rank: 4th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,16.55
BOSTON,16,5,0,NA,5,-16.7,-15.3,-4.6,-5.4,boston,Boston,8th,5th,MA,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 8th<br>Rank: 5th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",right_lim,15.45
BOSTON,16,5,0,NA,5,-16.7,-15.3,-4.6,-5.4,boston,Boston,8th,5th,MA,Rank Change from Last Census: -2,<br>First Appearance: 1st Census,"City: Boston, MA<br>Census: 8th<br>Rank: 5th<br>Rank Change from Last Census: -2<br>First Appearance: 1st Census",left_lim,16.55
NEW ORLEANS,16,6,0,NA,6,-16.7,-15.3,-5.6,-6.4,new_orleans,New Orleans,8th,6th,LA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 8th<br>Rank: 6th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",right_lim,15.45
NEW ORLEANS,16,6,0,NA,6,-16.7,-15.3,-5.6,-6.4,new_orleans,New Orleans,8th,6th,LA,Rank Change from Last Census: -1,<br>First Appearance: 1st Census,"City: New Orleans, LA<br>Census: 8th<br>Rank: 6th<br>Rank Change from Last Census: -1<br>First Appearance: 1st Census",left_lim,16.55
CINCINNATI,16,7,0,NA,7,-16.7,-15.3,-6.6,-7.4,cincinnati,Cincinnati,8th,7th,OH,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 8th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census",right_lim,15.45
CINCINNATI,16,7,0,NA,7,-16.7,-15.3,-6.6,-7.4,cincinnati,Cincinnati,8th,7th,OH,Rank Change from Last Census: -1,<br>First Appearance: 4th Census,"City: Cincinnati, OH<br>Census: 8th<br>Rank: 7th<br>Rank Change from Last Census: -1<br>First Appearance: 4th Census",left_lim,16.55
ST. LOUIS,16,8,0,NA,8,-16.7,-15.3,-7.6,-8.4,st_louis,St. Louis,8th,8th,MO,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: St. Louis, MO<br>Census: 8th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",right_lim,15.45
ST. LOUIS,16,8,0,NA,8,-16.7,-15.3,-7.6,-8.4,st_louis,St. Louis,8th,8th,MO,Rank Change from Last Census: 0,<br>First Appearance: 6th Census,"City: St. Louis, MO<br>Census: 8th<br>Rank: 8th<br>Rank Change from Last Census: 0<br>First Appearance: 6th Census",left_lim,16.55
CHICAGO,16,9,0,NA,9,-16.7,-15.3,-8.6,-9.4,chicago,Chicago,8th,9th,IL,Rank Change from Last Census: 16,<br>First Appearance: 7th Census,"City: Chicago, IL<br>Census: 8th<br>Rank: 9th<br>Rank Change from Last Census: 16<br>First Appearance: 7th Census",right_lim,15.45
CHICAGO,16,9,0,NA,9,-16.7,-15.3,-8.6,-9.4,chicago,Chicago,8th,9th,IL,Rank Change from Last Census: 16,<br>First Appearance: 7th Census,"City: Chicago, IL<br>Census: 8th<br>Rank: 9th<br>Rank Change from Last Census: 16<br>First Appearance: 7th Census",left_lim,16.55
BUFFALO,16,10,0,NA,10,-16.7,-15.3,-9.6,-10.4,buffalo,Buffalo,8th,10th,NY,Rank Change from Last Census: 6,<br>First Appearance: 5th Census,"City: Buffalo, NY<br>Census: 8th<br>Rank: 10th<br>Rank Change from Last Census: 6<br>First Appearance: 5th Census",right_lim,15.45
BUFFALO,16,10,0,NA,10,-16.7,-15.3,-9.6,-10.4,buffalo,Buffalo,8th,10th,NY,Rank Change from Last Census: 6,<br>First Appearance: 5th Census,"City: Buffalo, NY<br>Census: 8th<br>Rank: 10th<br>Rank Change from Last Census: 6<br>First Appearance: 5th Census",left_lim,16.55
NEWARK,16,11,0,NA,11,-16.7,-15.3,-10.6,-11.4,newark,Newark,8th,11th,NJ,Rank Change from Last Census: 8,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 8th<br>Rank: 11th<br>Rank Change from Last Census: 8<br>First Appearance: 4th Census",right_lim,15.45
NEWARK,16,11,0,NA,11,-16.7,-15.3,-10.6,-11.4,newark,Newark,8th,11th,NJ,Rank Change from Last Census: 8,<br>First Appearance: 4th Census,"City: Newark, NJ<br>Census: 8th<br>Rank: 11th<br>Rank Change from Last Census: 8<br>First Appearance: 4th Census",left_lim,16.55
LOUISVILLE,16,12,0,NA,12,-16.7,-15.3,-11.6,-12.4,louisville,Louisville,8th,12th,KY,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 8th<br>Rank: 12th<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",right_lim,15.45
LOUISVILLE,16,12,0,NA,12,-16.7,-15.3,-11.6,-12.4,louisville,Louisville,8th,12th,KY,Rank Change from Last Census: 2,<br>First Appearance: 5th Census,"City: Louisville, KY<br>Census: 8th<br>Rank: 12th<br>Rank Change from Last Census: 2<br>First Appearance: 5th Census",left_lim,16.55
ALBANY,16,13,0,NA,13,-16.7,-15.3,-12.6,-13.4,albany,Albany,8th,13th,NY,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 8th<br>Rank: 13th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",right_lim,15.45
ALBANY,16,13,0,NA,13,-16.7,-15.3,-12.6,-13.4,albany,Albany,8th,13th,NY,Rank Change from Last Census: -3,<br>First Appearance: 2nd Census,"City: Albany, NY<br>Census: 8th<br>Rank: 13th<br>Rank Change from Last Census: -3<br>First Appearance: 2nd Census",left_lim,16.55
WASHINGTON,16,14,0,NA,14,-16.7,-15.3,-13.6,-14.4,washington,Washington,8th,14th,DC,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 8th<br>Rank: 14th<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census",right_lim,15.45
WASHINGTON,16,14,0,NA,14,-16.7,-15.3,-13.6,-14.4,washington,Washington,8th,14th,DC,Rank Change from Last Census: 4,<br>First Appearance: 3rd Census,"City: Washington, DC<br>Census: 8th<br>Rank: 14th<br>Rank Change from Last Census: 4<br>First Appearance: 3rd Census",left_lim,16.55
SAN FRANCISCO,16,15,0,NA,15,-16.7,-15.3,-14.6,-15.4,san_francisco,San Francisco,8th,15th,CA,Rank Change from Last Census: 9,<br>First Appearance: 7th Census,"City: San Francisco, CA<br>Census: 8th<br>Rank: 15th<br>Rank Change from Last Census: 9<br>First Appearance: 7th Census",right_lim,15.45
SAN FRANCISCO,16,15,0,NA,15,-16.7,-15.3,-14.6,-15.4,san_francisco,San Francisco,8th,15th,CA,Rank Change from Last Census: 9,<br>First Appearance: 7th Census,"City: San Francisco, CA<br>Census: 8th<br>Rank: 15th<br>Rank Change from Last Census: 9<br>First Appearance: 7th Census",left_lim,16.55
PROVIDENCE,16,16,0,NA,16,-16.7,-15.3,-15.6,-16.4,providence,Providence,8th,16th,RI,Rank Change from Last Census: 1,<br>First Appearance: 1st Census,"City: Providence, RI<br>Census: 8th<br>Rank: 16th<br>Rank Change from Last Census: 1<br>First Appearance: 1st Census",right_lim,15.45
